rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017,rt1_2018,rt1_2019,rt1_2020
1221.79,133.676,142.176,226.843,144.735,440.844,101.64,469.662,693.502,558.19,466.858,425.874,437.524,236.207,91.3359,101.71,87.8127,167.629,174.689,218.746,206.143,296.076,86.3133,118.319,159.856,65.3651,835.417,173.8,85.8856,53.6966,453.502,180.179,68.742,99.2722,629.809,307.712,190.513,94.9695,309.897,35.7817,28.2305,76.4313,198.352,323.202,691.671,49.3348,190.835,190.773,138.207,568.166,128.203,320.983,91.6692,341.192,110.955,406.194,102.915,232.237,162.588,563.112,105.919,89.038,86.6056,174.78,355.321,77.348,933.882,176.435
1330.99,276.488,192.176,306.986,138.736,313.799,99.0835,302.442,504.966,472.683,195.989,234.12,571.557,359.309,38.7024,89.501,183.544,188.89,274.963,386.851,340.568,335.667,104.949,165.072,135.339,96.7359,959.065,151.399,72.9029,59.5944,539.529,168.634,72.711,81.2867,657.882,345.201,144.541,52.0753,267.194,32.6563,28.9152,58.8234,248.074,304.552,895.38,53.2568,126.297,165.102,115.224,455.823,87.9867,277.539,84.6631,270.568,68.5514,376.782,71.7355,203.563,154.934,606.921,91.8222,117.786,78.4897,186.149,256.475,88.2291,1403.03,99.6049
1427.19,301.169,99.2029,134.777,192.665,493.254,96.041,608.754,661.545,676.086,506.336,133.575,736.62,428.302,71.2442,112.938,129.669,236.323,225.213,275.186,248.424,234.279,85.2964,92.2667,101.239,57.3243,821.684,150.727,86.4437,78.6255,575.436,388.727,106.213,152.916,862.423,441.833,218.71,92.4782,341.787,48.4911,41.2471,108.029,404.817,370.858,898.144,48.7733,133.452,129.381,90.3534,251.009,64.4611,218.166,81.4721,441.626,94.5144,483.954,91.7337,279.698,212.991,675.801,93.448,127.858,77.2306,175.507,265.736,94.398,808.791,175.094
1043.99,183.054,80.4191,159.498,144.19,263.438,112.552,327.81,638.488,379.843,543.817,279.586,425.419,411.156,34.2361,153.932,180.8,205.92,325.328,408.583,326.724,370.128,124.98,142.358,179.516,68.4525,1097.53,156.002,74.0499,71.5125,464.68,245.712,56.5743,100.449,698.412,406.211,202.688,85.4272,358.742,39.7032,26.1469,68.0591,281.752,318.719,747.196,59.9473,140.509,156.455,154.972,348.72,101.149,235.756,74.8447,251.826,63.7938,285.718,47.8836,188.455,151.359,568.449,79.4219,191.422,106.651,274.735,346.304,144.322,683.88,976.251
1268.09,209.329,108.832,144.641,155.521,394.719,107.666,399.607,466.19,759.245,527.464,147.068,472.062,333.202,59.584,114.286,140.636,232.464,340.339,392.138,284.019,331.386,111.848,106.008,109.684,48.6069,1045.11,152.444,74.3164,67.4681,519.435,310.383,99.1964,125.506,671.818,406.379,151.992,110.622,344.643,38.286,35.7855,100.59,269.549,398.007,812.465,67.8479,132.309,154.269,123.967,284.608,71.2944,189.381,79.1642,315.506,96.2521,377.203,78.9969,356.001,131.474,873.322,116.342,153.481,108.87,246.741,330.797,31.3291,1122.07,347.067
1206.81,217.183,143.619,179.365,56.96,378.679,119.842,312.741,652.114,695.261,420.044,423.043,431.171,392.848,30.4706,215.746,215.809,225.166,222.197,353.756,310.935,335.623,91.7698,119.343,145.359,129.776,1214.63,300.65,114.528,91.2487,566.752,363.298,71.5267,86.0002,790.897,295.158,151.756,65.0959,239.13,26.4234,21.2444,58.1784,238.193,287.173,810.912,60.1846,122.341,179.109,216.185,597.208,76.2907,213.116,83.8246,312.053,79.1033,334.074,77.8302,219.612,194.517,731.958,92.3626,133.098,87.4045,120.842,233.629,87.004,448.422,324.76
1382.52,289.12,182.667,218.761,191.046,348.287,83.16,363.913,533.986,780.306,336.426,423.79,453.84,291.372,82.8346,174.396,139.299,244.846,287.965,368.903,344.771,362.875,117.808,129.445,161.424,126.566,1305.46,263.834,100.14,94.6786,631.492,353.603,78.6865,128.159,878.876,383.135,182.296,83.8832,289.043,24.2366,22.8017,94.94,214.397,259.41,593.298,39.2197,122.329,118.592,144.137,399.432,78.7299,321.308,106.327,360.701,112.022,521.872,55.0216,322.072,163.587,539.055,67.1297,116.079,63.6267,198.844,272.421,63.3189,890.287,121.263
899.853,128.096,204.045,172.668,123.386,359.893,85.9295,441.957,689.708,726.739,579.99,188.908,844.279,360.02,27.5739,133.612,164.996,300.865,219.265,304.964,317.65,277.57,79.6377,127.251,117.905,70.3669,820.824,164.428,76.0281,56.5805,463.374,212.956,59.0804,65.3817,576.55,257.683,116.887,57.5952,214.224,27.9671,17.6971,106.608,292.988,366.447,887.508,54.4258,163.857,159.585,132.289,400.056,86.7867,240.278,56.2555,206.248,77.9323,384.007,54.8882,176.228,149.377,574.241,65.7694,124.595,73.7572,163.106,187.812,40.2308,954.132,186.861
1091.19,108.833,170.32,224.45,163.925,256.466,96.7918,204.211,419.562,311.96,328.36,393.268,577.704,51.1198,9.04296,86.9787,97.5719,198.752,197.659,338.551,227.049,233.862,78.5092,100.653,84.5066,53.7533,704.22,182.446,86.0031,97.5608,728.135,364.98,106.908,104.13,1021.02,424.734,113.932,55.6986,256.034,21.8612,14.6782,61.6247,174.903,270.513,748.749,50.599,155.524,226.613,198.018,563.837,105.339,387.388,92.6831,256.133,57.1605,304.441,52.249,253.421,145.5,829.004,102.204,199.259,162.135,291.557,394.494,96.8206,1214.65,111.388
1423.4,176.422,147.543,248.643,99.6906,389.019,93.2203,392.037,444.555,452.59,201.906,244.338,729.162,68.7091,8.16807,45.5402,52.8848,192.075,208.318,272.629,304.67,300.336,93.0783,108.593,152.367,65.4119,974.916,188.711,78.0103,80.9586,623.212,319.639,87.0892,172.158,1108.54,491.06,184.849,107.693,490.448,50.6506,32.0632,110.756,321.34,350.352,784.013,44.0607,127.119,140.97,124.156,397.285,83.4268,261.455,100.013,257.25,87.2504,376.565,64.9792,216.639,234.683,559.163,89.481,123.713,115.117,149.067,201.186,35.0327,753.817,69.5167
