N_ag1_age2_1951,N_ag1_age3_1951,N_ag1_age4_1951,N_ag1_age5_1951,N_ag1_age6_1951,N_ag1_age7_1951,N_ag1_age8_1951,N_ag1_age9_1951,N_ag1_age10_1951
115.861,80.1315,83.8385,16.182,11.8821,1.71514,1.42225,1.15565,1.72505
123.421,90.6405,92.1239,25.5849,16.7843,5.54143,1.69303,0.587665,0.298382
148.959,60.2386,90.4012,26.0035,19.4562,1.6345,0.812829,2.55934,2.04681
116.615,82.1182,72.2935,21.0054,16.8795,2.23506,0.161603,0.44321,1.59925
84.6173,88.037,61.3343,9.28162,10.6645,0.204301,0.19661,2.19185,0.379158
99.4519,139.516,59.8865,13.591,8.92343,1.2133,3.67848,4.83984,0.112925
90.7695,177.851,42.6268,19.0021,15.2942,3.7722,0.296912,0.860221,5.1524
60.6086,73.9165,79.6061,24.3746,14.0899,5.15485,0.019647,0.669069,2.44192
114.057,72.5288,65.3079,17.6483,16.8885,0.113724,0.602848,0.750969,0.831515
50.1478,57.8304,98.6703,16.269,9.81113,3.90364,0.0184687,2.72182,0.664327
119.698,109.07,132.396,29.0091,13.8156,0.595545,6.57774,0.778287,3.07812
172.138,116.858,120.978,18.0004,12.5773,1.0735,1.61989,3.40928,2.94559
217.394,67.0478,152.925,20.0363,22.852,1.24816,3.24887,3.59435,3.72629
86.1956,86.6141,99.9402,10.2597,6.93943,0.443665,1.7233,0.168958,2.23049
118.586,98.7056,126.974,15.2868,16.3623,0.840731,3.49659,0.852175,2.91218
180.817,123.855,85.7049,13.8698,23.2515,1.00031,0.33729,0.846668,11.0062
100.402,71.3769,95.5789,6.12464,12.123,1.68236,1.09766,0.504009,1.97036
102.905,73.5807,178.373,12.0621,8.58664,2.08415,0.351799,0.0837979,5.17854
149.455,115.971,73.9085,19.8728,14.2647,0.612142,0.422408,2.79693,3.09399
243.988,56.7876,104.964,15.1317,7.65143,2.05698,3.4035,0.519033,0.338256
156.557,68.8637,67.3673,11.9819,14.5443,1.72296,2.31591,0.843049,1.66696
157.641,87.3278,117.389,10.1687,12.0305,0.139657,3.32182,1.44579,0.966886
120.812,85.5593,108.056,30.3449,9.96579,3.30548,2.7841,0.158986,0.349412
135.593,108.046,72.9579,35.7893,11.1794,2.19484,0.672718,0.0251764,0.368584
90.9785,104.98,95.0863,13.6916,8.48965,0.106364,0.446274,0.0432919,1.88753
146.294,81.0887,76.504,25.0658,8.50247,0.764639,0.0586732,1.09812,5.08071
80.8304,98.8616,72.6146,28.5302,8.86866,3.60368,0.417228,0.414733,2.68385
61.3848,79.0681,120.746,11.9542,5.66981,5.28838,1.2298,0.404376,0.736281
94.3597,111.986,94.7169,11.3966,15.9082,2.07959,1.1215,5.06866,0.626407
61.9237,72.5543,90.9611,19.5188,8.55579,3.23611,3.58785,0.223536,0.467729
66.0938,56.3353,55.3604,9.90804,8.87736,0.0538175,0.777731,0.0408233,2.49527
90.2731,84.0167,72.8792,8.96661,12.4191,0.490386,0.446872,1.65231,1.09167
86.8652,62.6009,71.882,12.8629,11.4133,0.0307823,0.39072,1.85239,2.00167
128.654,70.0792,151.035,13.3611,17.4119,0.0240477,1.87172,5.50726,0.00601941
106.701,110.389,78.9822,14.7858,8.22692,0.231544,0.741908,0.919438,0.298546
47.9514,84.2969,61.2796,6.14419,11.4667,0.0680886,2.9399,0.967662,2.45798
152.238,106.153,177.608,33.2039,11.753,2.7169,9.81184,1.04749,2.7003
78.625,60.6029,85.1351,12.605,5.52163,2.29397,1.76708,0.115396,6.8175
171.174,57.8576,58.6374,21.7376,13.5817,6.85392,0.580104,2.5536,4.72464
118.429,100.972,64.6039,18.4179,8.33199,2.75299,3.05089,0.393888,1.53302
91.4527,90.4317,116.305,18.5133,15.4646,0.0385139,1.96521,1.90386,1.01515
134.43,96.1299,102.104,17.0418,15.6318,4.93718,2.13117,0.2601,0.166992
209.245,144.45,88.5677,18.8651,28.2992,1.60315,3.73693,0.135495,0.312099
142.425,82.7037,69.7933,15.4355,14.0935,0.509019,0.142739,0.610604,4.0483
108.204,73.6926,76.7274,12.797,14.7372,0.247835,3.01829,0.933301,4.54271
138.893,66.1059,59.8039,13.7623,7.95709,0.241228,3.1869,0.798694,2.46075
64.2408,90.0999,50.3377,15.5126,10.8404,1.90861,0.067641,0.327829,1.24674
129.752,98.6669,131.42,29.6705,12.401,7.8569,0.160102,3.79105,1.02096
131.777,121.669,125.928,13.2988,6.56835,0.853167,4.42504,1.57522,0.927316
272.865,91.4194,86.1972,21.0468,13.4765,1.21841,1.3816,0.0859266,1.64984
119.38,118.794,190.917,24.8926,30.4407,5.24314,2.05275,0.38635,1.61977
156.079,53.5951,129.321,32.4,15.5325,2.11999,0.0978295,5.47845,1.37896
134.329,104.853,81.5337,34.608,24.5423,1.80019,0.582396,4.98315,4.91586
52.4335,70.4265,65.618,18.7755,7.38342,0.118174,0.474101,2.04065,1.62894
114.298,63.7994,71.1412,10.0425,6.08892,3.03522,0.397855,0.146881,0.995783
127.245,106.786,69.7177,11.8226,17.8443,2.35108,2.96217,0.308878,0.0887383
43.8253,80.4548,65.7159,15.2509,20.2223,0.314352,0.365232,0.973419,7.04112
84.5943,57.0561,97.7351,13.0222,17.3205,1.02648,2.64137,0.0743071,1.61563
62.0236,115.475,109.516,12.9078,20.4286,0.981474,0.52438,1.4115,0.326959
88.2379,48.7463,91.748,12.6583,12.1645,0.438666,0.615546,1.4578,2.98554
103.477,77.7462,152.116,21.7254,9.11823,0.1449,0.964444,0.240891,2.95532
151.664,116.917,116.599,23.2495,10.8081,0.541996,0.636123,5.86266,0.879535
101.132,62.325,66.6496,22.5908,19.51,2.99254,0.095677,3.33325,0.380351
186.862,154.563,94.759,13.218,7.9815,1.32604,0.505754,0.193318,3.22409
107.706,69.5051,81.936,23.9997,9.55023,0.342617,0.97361,0.962305,4.80911
95.596,73.9036,58.2441,18.4864,8.03124,0.895844,2.32935,2.50143,0.312351
146.952,72.0034,45.3005,15.9245,6.60144,2.45832,2.34756,0.684462,3.89626
148.977,79.9249,84.1055,32.1082,9.17083,0.652585,0.343654,1.41599,2.03598
80.8754,102.559,99.4569,7.74191,12.8137,0.339252,0.290699,7.07501,1.07417
123.328,105.335,73.7817,15.3266,17.4519,6.34426,0.201659,1.33426,1.53289
91.3301,54.8662,86.5699,20.6562,5.47164,1.17179,1.1505,1.16058,2.29914
81.0213,38.7035,118.539,14.3004,8.81519,1.25355,0.57105,0.898208,4.83067
82.7177,58.4073,74.2316,16.7575,6.76255,1.30412,0.681512,0.447866,4.45388
121.22,56.8171,127.507,17.1727,6.79138,1.18776,0.0629375,3.41991,0.643294
69.4945,63.6593,72.8909,22.6009,12.5987,1.77737,2.97155,1.6683,0.544236
128.693,111.694,82.6629,9.20435,10.8877,0.349248,1.66242,0.193783,1.47251
71.4249,65.806,78.5281,13.72,7.45212,0.853229,1.68753,2.4415,0.885926
80.9149,67.6417,70.1623,14.7844,10.2931,0.91484,6.30185,0.235246,0.196577
65.4128,99.2591,108.725,32.8986,25.2115,0.64031,5.58766,0.366974,1.21953
58.2994,96.0793,84.2432,15.5806,14.9581,0.695844,1.3171,3.50953,3.15207
146.861,114.25,94.524,22.7542,11.8575,0.90202,2.74964,0.14442,4.10659
165.378,103.354,70.7612,13.7477,11.9146,0.795736,3.0634,0.270152,1.06254
254.081,132.517,103.883,22.3988,20.2799,3.65886,0.111871,11.1586,0.646309
222.279,109.738,101.114,19.4977,8.72131,4.23683,0.043292,0.455082,0.896433
