rdev1_1953,rdev1_1954,rdev1_1955,rdev1_1956,rdev1_1957,rdev1_1958,rdev1_1959,rdev1_1960,rdev1_1961,rdev1_1962,rdev1_1963,rdev1_1964,rdev1_1965,rdev1_1966,rdev1_1967,rdev1_1968,rdev1_1969,rdev1_1970,rdev1_1971,rdev1_1972,rdev1_1973,rdev1_1974,rdev1_1975,rdev1_1976,rdev1_1977,rdev1_1978,rdev1_1979,rdev1_1980,rdev1_1981,rdev1_1982,rdev1_1983,rdev1_1984,rdev1_1985,rdev1_1986,rdev1_1987,rdev1_1988,rdev1_1989,rdev1_1990,rdev1_1991,rdev1_1992,rdev1_1993,rdev1_1994,rdev1_1995,rdev1_1996,rdev1_1997,rdev1_1998,rdev1_1999,rdev1_2000,rdev1_2001,rdev1_2002,rdev1_2003,rdev1_2004,rdev1_2005,rdev1_2006,rdev1_2007,rdev1_2008,rdev1_2009,rdev1_2010,rdev1_2011,rdev1_2012,rdev1_2013,rdev1_2014,rdev1_2015,rdev1_2016,rdev1_2017,rdev1_2018,rdev1_2019,rdev1_2020
1.84685,-0.0548601,-0.164518,0.0278049,-0.207146,0.554422,-0.462294,0.710757,1.14306,0.952346,0.519383,0.0202729,1.32723,-0.670009,-0.849102,-0.506836,-0.400539,0.126869,0.296026,0.655879,0.527312,0.507206,-0.577968,-0.549573,-0.311812,-0.988535,1.64778,-0.0904841,-0.887356,-1.016,1.01619,0.390152,-0.831327,-0.498756,1.39634,0.680895,-0.0626823,-0.851557,0.591553,-1.70066,-1.9023,-0.798613,0.406295,0.538385,1.41575,-1.28308,-0.176846,-0.156948,-0.11174,0.797989,-0.677471,0.437135,-0.816039,0.458908,-0.967366,0.54744,-1.14295,0.238323,-0.158614,1.23043,-0.762605,-0.30316,-0.670495,0.0593362,0.353175,-1.14059,1.67392,-0.0503713
1.57604,-0.650987,-0.200027,-0.215844,-0.16641,0.177152,-1.21827,0.277667,1.01862,1.00139,0.771545,0.21741,1.25964,-0.119952,-1.03014,-0.145906,-0.629885,-0.048903,0.035307,0.352212,0.411239,0.360824,-0.782435,-0.886294,-0.308496,-0.736113,1.61426,0.0906028,-0.875646,-0.868604,1.21394,0.647119,-0.670291,-0.33342,1.57433,0.943777,0.325014,-0.81207,0.705719,-1.82324,-1.86106,-1.15906,0.181163,0.224743,1.24992,-1.46899,-0.128713,0.255107,0.184615,1.33456,-0.280872,0.822158,-0.366534,0.549529,-0.903852,0.458985,-0.946817,0.239498,-0.270852,1.16436,-0.665655,-0.382014,-0.604672,-0.195214,0.257189,-1.01545,1.20258,0.401837
2.10858,-0.163242,-0.55323,0.411911,-0.51223,0.232355,-0.5852,0.258653,0.626784,0.623853,0.622766,0.350876,0.986632,-2.2408,-0.898808,-0.420052,-0.475492,0.212974,0.667892,0.88081,0.514647,0.760307,-0.64094,-0.297909,-0.122996,-0.633975,1.79126,0.0721514,-0.733761,-0.80127,0.910607,0.420304,-0.740042,-0.521776,1.65399,1.08306,0.143552,-0.625615,0.749757,-1.71829,-1.7679,-1.26389,0.334298,0.105764,1.28174,-1.54459,-0.266754,-0.369038,-0.226037,0.674143,-0.547818,0.608702,-0.618655,0.720511,-0.880656,1.04761,-0.651943,0.496824,0.212227,1.23612,-0.767831,-0.439586,-0.823504,0.0474748,0.0439186,-1.07128,1.34712,-0.0581307
1.41885,0.17433,-0.00145967,-0.0661365,-0.550135,0.520322,-0.580451,1.13122,1.16243,0.788709,0.439693,0.244567,1.44647,-1.73706,-0.293154,-0.290184,-0.373399,0.477576,0.480514,0.777482,0.702138,0.591572,-0.39084,-0.494035,-0.11722,-1.03462,1.64746,-0.163598,-0.985289,-1.11199,0.99398,0.296915,-0.96599,-0.627841,1.38113,0.686073,-0.0802559,-0.969896,0.697054,-1.75593,-1.89948,-0.808396,0.429118,0.814023,1.44332,-0.756607,0.0498628,-0.182499,0.0470371,0.969801,-0.329736,0.722423,-0.792892,0.498404,-1.25102,0.456098,-1.29076,-0.0779361,-0.417919,0.966273,-0.592183,-0.218122,-0.630949,0.0688299,-0.153814,-1.0634,1.40934,0.390238
1.83562,0.0959051,0.281451,-0.249926,-0.577703,0.542008,-0.494509,0.49863,0.955032,0.703191,0.26902,0.877043,1.16139,-0.940493,-0.223318,-0.631502,-0.183288,0.125678,0.0569942,0.584174,0.0342227,0.350462,-0.929573,-0.954456,-0.639481,-1.39921,1.43149,-0.338766,-1.18246,-1.08419,1.00007,0.589576,-0.857079,-0.2907,1.56764,0.970728,0.0153577,-1.13553,0.594088,-2.04546,-1.9583,-0.848462,0.561568,0.437393,1.41947,-1.22886,0.167644,0.158554,0.235948,1.29685,-0.412284,0.954121,-0.494118,0.727809,-1.08711,0.653153,-0.874065,0.129196,-0.390731,1.46165,-0.732222,0.131709,-1.06849,0.150575,0.367494,-0.998233,1.59004,-0.0773611
1.74542,-0.256659,-0.129122,-0.219692,-0.417799,0.0112203,-0.783138,0.364203,0.990958,0.748591,0.37444,-1.55973,1.65735,-0.664802,-0.927198,0.064113,-0.317447,0.147154,0.311358,0.782362,0.253768,0.289211,-0.671132,-0.685056,-0.491214,-1.07969,1.41635,-0.182788,-0.895715,-1.20305,0.897683,0.375566,-0.695013,-0.368532,1.55019,0.781342,0.0268455,-0.809152,0.709187,-1.29757,-1.72925,-0.696188,0.65341,0.433419,1.59114,-0.973108,-0.134216,0.0324043,0.215979,0.94605,-0.605312,0.734957,-0.65162,0.632827,-0.613347,0.791211,-0.782402,0.26674,0.122158,1.51032,-0.559611,-0.0796003,-0.816711,-0.147069,0.464306,-1.00762,1.35319,0.122164
1.9817,0.238516,-0.16995,-0.0609706,0.12268,0.53066,-0.172101,0.839411,1.66462,1.42634,0.605471,0.354557,1.09989,0.123433,-1.33545,-0.410771,-0.542506,0.296416,0.250115,0.631176,0.669917,0.666994,-0.29561,-0.376855,0.0416051,-0.589909,2.04178,0.229195,-0.703155,-0.599843,1.14338,0.544111,-0.570652,-0.319296,1.25851,0.419886,-0.518736,-0.999019,0.13,-2.08206,-2.33784,-1.37381,0.0718897,0.121543,0.995551,-1.44921,-0.365564,-0.154107,-0.176759,0.584076,-0.425561,0.540687,-0.857054,0.0523756,-1.13242,0.306098,-1.27974,0.225896,-0.20021,1.1175,-0.56524,-0.522678,-0.56062,-0.0327695,0.632532,-1.13233,1.98221,-1.36494
1.44251,-0.0417602,-0.240797,0.376345,-0.490252,0.341136,-0.440222,0.811402,1.19511,0.905279,0.498981,0.880123,0.873652,-0.676818,-0.384673,-0.127561,-0.168815,0.433907,0.456617,0.6721,0.779185,0.688131,-0.418913,-0.43192,-0.337334,-1.18827,1.66631,-0.203107,-0.938867,-0.966361,0.908785,0.442439,-0.857269,-0.45952,1.47388,0.724735,-0.305905,-1.08556,0.380309,-1.83681,-2.33981,-0.817225,0.394716,0.493727,1.31396,-1.37207,-0.00848664,-0.224087,-0.0118627,0.400347,-0.548715,0.185534,-0.830414,0.204978,-1.30763,0.466896,-1.14573,0.343193,-0.414512,1.10096,-0.753892,-0.140917,-0.424088,0.0772423,0.520621,-1.40334,2.15188,0.98466
1.85437,0.177997,-0.428581,0.723304,-0.00130336,0.270206,0.422374,0.408217,0.878377,1.01818,0.00388572,0.953434,1.00353,-0.479557,-1.83141,-0.719114,-0.578836,0.297294,0.497477,0.950504,0.844615,1.0145,-0.41469,-0.369014,-0.134319,-0.45622,1.91277,-0.066009,-0.612041,-1.05002,1.09187,0.365035,-0.609236,-0.496757,1.318,0.681145,0.018475,-0.996596,0.24106,-1.67887,-2.00383,-0.700099,0.25477,0.706002,1.39184,-1.3198,-0.295433,-0.0464702,-0.331246,0.843789,-0.52314,0.604432,-0.588023,0.456786,-0.880497,0.51628,-1.32386,-0.130925,-0.485618,1.00101,-1.0535,-0.566408,-1.0273,0.0092476,0.664655,-1.1191,1.74787,-1.30365
1.96397,0.0997411,-0.230851,0.291922,-0.237577,0.873164,-0.180704,0.670851,0.942453,0.944775,0.59284,0.974133,0.924521,0.201108,-1.16049,-0.787794,-0.55621,0.0957403,0.531838,0.746167,0.515199,0.575634,-0.656814,-0.387784,-0.236545,-1.29299,1.5989,-0.176267,-0.708077,-0.723742,1.22035,0.579414,-0.720789,-0.0506545,1.57945,0.76995,-0.266327,-1.01459,0.440262,-2.04026,-1.87856,-0.875281,0.133881,0.426897,1.45784,-1.533,-0.139714,-0.292581,-0.218651,0.727476,-0.666098,0.327765,-1.21444,0.277387,-1.203,0.391307,-1.37911,0.0718878,-0.24986,1.14529,-0.932638,-0.325722,-0.388819,0.0668854,0.598899,-1.38379,1.96671,0.161204
