N_ag1_age2_t1951,N_ag1_age2_t1952,N_ag1_age2_t1953,N_ag1_age2_t1954,N_ag1_age2_t1955,N_ag1_age2_t1956,N_ag1_age2_t1957,N_ag1_age2_t1958,N_ag1_age2_t1959,N_ag1_age2_t1960,N_ag1_age2_t1961,N_ag1_age2_t1962,N_ag1_age2_t1963,N_ag1_age2_t1964,N_ag1_age2_t1965,N_ag1_age2_t1966,N_ag1_age2_t1967,N_ag1_age2_t1968,N_ag1_age2_t1969,N_ag1_age2_t1970,N_ag1_age2_t1971,N_ag1_age2_t1972,N_ag1_age2_t1973,N_ag1_age2_t1974,N_ag1_age2_t1975,N_ag1_age2_t1976,N_ag1_age2_t1977,N_ag1_age2_t1978,N_ag1_age2_t1979,N_ag1_age2_t1980,N_ag1_age2_t1981,N_ag1_age2_t1982,N_ag1_age2_t1983,N_ag1_age2_t1984,N_ag1_age2_t1985,N_ag1_age2_t1986,N_ag1_age2_t1987,N_ag1_age2_t1988,N_ag1_age2_t1989,N_ag1_age2_t1990,N_ag1_age2_t1991,N_ag1_age2_t1992,N_ag1_age2_t1993,N_ag1_age2_t1994,N_ag1_age2_t1995,N_ag1_age2_t1996,N_ag1_age2_t1997,N_ag1_age2_t1998,N_ag1_age2_t1999,N_ag1_age2_t2000,N_ag1_age2_t2001,N_ag1_age2_t2002,N_ag1_age2_t2003,N_ag1_age2_t2004,N_ag1_age2_t2005,N_ag1_age2_t2006,N_ag1_age2_t2007,N_ag1_age2_t2008,N_ag1_age2_t2009,N_ag1_age2_t2010,N_ag1_age2_t2011,N_ag1_age2_t2012,N_ag1_age2_t2013,N_ag1_age2_t2014,N_ag1_age2_t2015,N_ag1_age2_t2016,N_ag1_age2_t2017,N_ag1_age2_t2018,N_ag1_age2_t2019,N_ag1_age2_t2020,N_ag1_age2_t2021
273.464,255.878,473.347,132.16,267.711,169.609,257.538,444.045,157.644,1241.87,1064.31,375.807,966.501,406.179,104.516,73.9544,193.269,150.837,235.579,304.379,123.134,321.947,361.391,196.382,81.8057,122.374,58.7336,60.5441,291.998,124.346,123.988,156.972,458.409,150.622,116.925,266.862,209.907,120.829,68.5424,340.574,267.239,121.574,66.8733,110.067,415.301,178.737,333.03,91.6496,188.646,335.075,182.356,487.299,98.83,181.658,120.605,343.728,125.723,141.46,206.729,297.17,149.505,235.064,103.738,439.398,349.937,146.281,427.993,623.422,168.976,188.445,208.106
386.497,227.12,596.574,114.073,283.419,156.245,313.075,535.388,216.825,947.065,577.817,310.575,794.161,339.418,188.737,178.379,315.809,185.118,395.219,353.162,129.637,366.432,368.656,239.375,103.494,146.133,71.3809,78.2897,429.518,163.749,173.473,249.744,618.611,227.388,188.009,396.28,393.836,260.603,110.573,489.607,511.273,188.35,85.0427,136.372,450.922,186.608,304.793,76.8975,196.612,330.682,148.352,541.814,122.572,164.116,137.246,434.084,186.85,155.589,246.906,293.426,138.093,216.953,67.6209,340.198,156.954,66.0032,416.956,568.044,102.605,203.589,234.502
454.391,399.293,431.276,141.728,235.206,165.506,248.053,567.155,155.731,1169.06,652.061,322.076,896.234,219.14,53.4865,89.3538,146.53,93.0225,156.607,186.154,80.5887,226.286,244.943,201.592,72.4156,166.844,81.6754,96.8064,501.082,181.465,206.929,213.796,566.849,149.057,123.565,309.419,203.506,174.075,81.2144,289.514,262.424,131.58,57.7995,101.809,326.12,147.974,228.757,79.0575,179.056,274.392,178.033,647.611,108.182,167.548,184.044,451.13,163.171,159.515,267.02,324.68,178.015,235.819,102.75,573.628,232.201,71.2129,328.536,609.884,95.5286,157.816,203.242
639.627,493.866,475.225,116.347,272.187,110.034,283.69,791.749,107.55,952.256,836.714,242.005,991.912,238.544,122.041,46.7289,98.3939,96.3481,183.086,192.993,94.3261,253.403,252.717,175.513,82.0824,117.053,68.7348,84.5692,492.301,224.52,218.164,281.434,780.458,291.803,217.589,535.485,416.915,224.489,106.678,415.828,338.51,136.071,58.4714,120.782,344.671,174.883,204.392,97.01,151.063,287.495,190.778,482.508,101.26,178.16,161.816,484.666,162.983,218.838,256.255,276.112,194.813,285.772,85.5143,424.876,213.213,102.644,389.571,940.265,114.635,143.387,219.722
222.047,226.279,575.15,109.651,327.857,205.249,241.13,722.455,226.787,1274.2,473.584,293.448,1337.95,233.952,77.9149,94.0109,98.0689,71.5631,183.969,205.087,118.356,304.12,295.811,222.152,87.1868,154.467,67.9703,78.4706,357.388,205.411,180.748,226.933,729.373,270.74,206.095,478.293,396.436,222.748,102.021,543.722,378.388,158.402,63.9087,114.894,389.928,186.288,237.832,74.17,137.053,258.915,134.691,386.52,68.9975,133.632,119.503,302.086,121.176,111.296,188.446,274.928,141.127,164.916,69.7784,377.772,172.581,89.46,436.117,874.997,79.4537,220.044,205.103
309.635,236.389,674.747,144.119,277.765,222.126,310.983,573.719,249.214,1482.03,684.524,328.973,1522.81,229.564,85.8777,22.8616,116.001,124.353,301.16,311.377,117.137,338.498,310.844,200.206,97.4725,110.809,62.7513,47.3399,339.648,124.925,159.891,184.669,579.75,234.313,171.392,393.492,382.949,216.232,110.529,382.747,438.25,142.028,63.3953,136.555,423.652,167.025,257.193,90.1843,151.172,260.344,146.848,380.731,71.185,150.211,113.657,314.767,142.259,137.53,210.429,281.619,189.245,238.848,80.213,420.089,246.995,111.854,416.844,537.062,65.5282,259.284,209.961
280.804,158.636,466.388,109.753,256.031,151.752,202.7,456.774,163.637,925.474,425.658,299.132,677.692,197.3,112.002,27.3448,132.126,149.553,254.365,224.942,97.6788,281.485,272.025,144.569,76.1268,88.9405,50.6113,49.8229,230.143,95.4679,117.369,161.048,437.098,133.786,155.583,392.452,353.977,251.814,130.728,600.993,513.118,170.776,82.1847,134.627,466.297,191.954,251.805,76.3116,154.371,259.682,170.454,499.289,89.9483,179.791,140.67,315.254,145.234,153.282,211.74,257.402,146.41,258.966,107.652,388.566,239.751,140.461,374.505,769.096,43.3191,225.041,192.74
230.91,196.891,515.184,89.1199,218.62,129.317,222.05,322.72,129.805,914.537,750.68,270.074,905.802,276.086,125.785,110.818,168.934,127.092,214.216,236.36,73.2961,297.764,265.858,156.992,104.475,103.258,76.5408,56.7237,284.159,121.961,115.821,177.647,491.63,146.787,120.939,389.822,375.694,226.655,148.398,491.838,625.944,236.208,78.7889,182.258,567.783,248.676,301.333,91.1637,147.778,241.734,123.927,367.418,66.4682,135.066,128.198,324.643,178.895,173.144,252.821,328.537,191.085,257.534,83.3771,387.391,178.419,115.463,357.84,584.83,47.7538,103.459,200.378
443.815,207.727,425.332,150.291,272.398,130.974,219.852,358.99,193.959,1035.28,484.609,271.895,840.002,121.765,136.67,126.258,173.975,85.6475,157.623,138.533,51.5085,162.859,131.912,119.651,56.7082,76.0954,45.4642,48.2271,239.544,146.18,142.047,194.868,613.116,230.143,205.408,536.382,446.435,250.055,129.607,661.567,580.782,220.521,90.0386,150.362,575.694,222.233,292.506,58.7911,142.541,232.312,131.828,334.992,57.1842,102.106,127.614,220.046,134.695,119.547,202.902,248.933,132.501,216.847,60.1016,423.519,198.291,87.8677,441.626,723.942,198.174,73.3389,188.883
406.047,246.21,433.024,125.293,203.553,119.299,286.767,524.474,186.141,1171.72,777.164,254.329,1156.77,344.265,151.436,154.569,230.101,79.1287,173.237,186.439,93.4618,234.802,212.581,139.666,66.3602,121.188,55.0476,51.565,325.985,145.447,163.176,229.112,473.04,227.52,151.623,400.316,370.899,267.952,204.324,752.861,635.641,248.275,95.4506,142.837,438.668,137.053,264.504,70.2263,153.518,229.696,133.09,410.922,62.6026,120.113,104.158,324.184,117.669,110.059,212.574,284.176,144.929,246.16,83.5663,387.576,161.228,92.3648,305.608,680.32,125.699,154.88,206.166
