N_ag1_age2_1951,N_ag1_age3_1951,N_ag1_age4_1951,N_ag1_age5_1951,N_ag1_age6_1951,N_ag1_age7_1951,N_ag1_age8_1951,N_ag1_age9_1951,N_ag1_age10_1951
482.312,707.814,780.053,58.7758,94.0469,3.5811,3.77113,10.7793,8.17315
407.256,709.603,480.023,121.347,93.9311,15.4453,8.41366,1.06495,3.18812
410.497,653.194,441.909,45.9582,74.6097,0.735221,14.8729,23.0827,10.3426
234.86,620.746,539.488,50.1419,51.4648,4.56495,2.12804,3.05783,14.873
695.249,850.077,713.069,246.179,65.0902,1.13232,0.543842,42.0883,4.7001
473.363,815.766,890.088,128.527,69.4217,2.83031,0.526008,29.4322,35.6551
753.254,955.045,841.887,110.978,38.9223,13.0244,11.3469,1.24684,0.821954
534.499,904.367,954.178,117.721,59.919,0.572563,2.61597,43.9121,19.0033
663.189,912.058,782.742,256.293,65.5395,24.1383,10.7555,0.141586,2.45106
851.11,915.994,836.019,159.134,71.8635,0.200013,7.5739,0.579693,23.804
551.256,831.733,1077.37,182.278,57.9459,1.19162,13.2359,3.68268,2.1073
714.777,1055.43,1034.08,110.853,77.4384,0.143054,25.6358,3.7662,42.8464
772.243,996.295,1001.45,126.119,50.3975,14.5485,50.1275,0.183161,3.76534
608.102,1120.47,1030.83,105.98,73.4895,70.5636,10.7245,2.13068,0.224127
599.946,847.99,1151.11,143.701,50.2333,21.0454,36.3493,0.493458,5.21647
825.767,928.303,704.207,210.376,116.619,2.65265,15.8219,0.35284,4.34973
589.547,588.583,868.788,180.534,61.6533,2.24069,5.78025,0.456805,11.4797
439.396,521.362,772.863,219.975,25.7152,6.13907,3.27623,4.47613,15.0504
406.775,533.871,840.571,92.2,29.34,12.4737,6.50426,0.249464,13.2196
380.721,464.827,900.789,47.0009,65.7836,4.07825,23.4583,6.19597,1.90961
288.763,622.608,673.814,144.942,33.4181,5.18154,18.5418,8.5029,3.31553
438.59,812.578,720.452,115.601,27.5915,2.78318,27.57,8.05299,0.981631
172.504,324.639,553.812,190.159,57.5877,2.37609,13.1867,8.86883,16.3243
208.507,478.911,529.273,135.13,31.3839,41.043,31.0475,8.68629,0.261501
288.945,481.62,676.743,167.272,33.4637,0.689333,6.00187,3.8856,14.0124
258.035,561.762,614.559,166.81,72.2029,9.50373,2.6257,13.2854,3.64169
