N_ag1_age2_t1951,N_ag1_age2_t1952,N_ag1_age2_t1953,N_ag1_age2_t1954,N_ag1_age2_t1955,N_ag1_age2_t1956,N_ag1_age2_t1957,N_ag1_age2_t1958,N_ag1_age2_t1959,N_ag1_age2_t1960,N_ag1_age2_t1961,N_ag1_age2_t1962,N_ag1_age2_t1963,N_ag1_age2_t1964,N_ag1_age2_t1965,N_ag1_age2_t1966,N_ag1_age2_t1967,N_ag1_age2_t1968,N_ag1_age2_t1969,N_ag1_age2_t1970,N_ag1_age2_t1971,N_ag1_age2_t1972,N_ag1_age2_t1973,N_ag1_age2_t1974,N_ag1_age2_t1975,N_ag1_age2_t1976,N_ag1_age2_t1977,N_ag1_age2_t1978,N_ag1_age2_t1979,N_ag1_age2_t1980,N_ag1_age2_t1981,N_ag1_age2_t1982,N_ag1_age2_t1983,N_ag1_age2_t1984,N_ag1_age2_t1985,N_ag1_age2_t1986,N_ag1_age2_t1987,N_ag1_age2_t1988,N_ag1_age2_t1989,N_ag1_age2_t1990,N_ag1_age2_t1991,N_ag1_age2_t1992,N_ag1_age2_t1993,N_ag1_age2_t1994,N_ag1_age2_t1995,N_ag1_age2_t1996,N_ag1_age2_t1997,N_ag1_age2_t1998,N_ag1_age2_t1999,N_ag1_age2_t2000,N_ag1_age2_t2001,N_ag1_age2_t2002,N_ag1_age2_t2003,N_ag1_age2_t2004,N_ag1_age2_t2005,N_ag1_age2_t2006,N_ag1_age2_t2007,N_ag1_age2_t2008,N_ag1_age2_t2009,N_ag1_age2_t2010,N_ag1_age2_t2011,N_ag1_age2_t2012,N_ag1_age2_t2013,N_ag1_age2_t2014,N_ag1_age2_t2015,N_ag1_age2_t2016,N_ag1_age2_t2017,N_ag1_age2_t2018,N_ag1_age2_t2019,N_ag1_age2_t2020,N_ag1_age2_t2021
1603.2,1404.33,2101.93,1319.41,1014.75,511.561,658.263,1265.47,1116.59,545.564,1486.63,1167.55,1918.28,1063.77,1205.63,1532.65,249.054,333.855,631.535,749.107,507.319,539.871,684.18,872.992,518.943,1060.99,885.593,473.751,883.163,656.795,679,517.436,436.342,737.77,1583.78,866.182,1958.98,671.401,1690.94,919.729,2152.51,1487.72,2105.78,939.036,1660.39,2817.36,2802.71,1336.72,2023,2062.21,2560.01,2647.69,1448.64,1203.85,1204.13,2037.18,540.112,1845.99,366.318,2342.88,1469.8,832.158,1587.24,1751.96,1303.72,1465.53,1797.49,1238.03,5189.11,2661.18,1139.66
1014.11,871.158,1244.57,1009.72,659.791,530.739,534.895,1010.18,1091.21,604.636,1316.72,1112.54,2639.36,819.789,1056.6,795.472,291.743,501.364,973.481,960.745,797.537,722.93,1051.29,1210.93,683.618,1110.9,944.635,449.167,772.465,525.716,527.416,364.343,275.795,578.201,1131.5,618.452,1754.38,550.23,1429.69,764.969,1695.54,1267.72,1748.47,777.317,1614.6,2607.42,2459.12,1272.37,1919.81,2127.51,2351.99,2727.24,1444.36,1471.14,1369.79,2167.22,578.941,2109.29,361.706,2175.86,1355.4,844.765,1324.56,1500.18,1247.88,1428.73,1454.7,1320.23,6119.69,2625.38,1065.32
860.911,1061.93,1464.65,1183.59,659.335,537.995,519.123,971.733,828.604,534.09,1148.96,1063.04,1613.99,892.419,765.037,861.702,1517.29,378.744,1275.79,1046.81,758.327,667.793,750.387,1072.04,721.165,1227.66,1104.99,541.07,906.551,724.088,632.213,508.149,366.61,782.106,1489.29,726.612,2186.17,699.418,1712.88,1043.73,2202.27,1611.41,1956.49,958.342,1708.76,2489.1,2066.11,1084.59,1498.55,1850.61,1834.24,2028.35,1131.36,1126.32,861.539,1869.46,494.626,1857.78,342.317,2431.54,1379.38,765.952,1559.13,1483.21,1260.67,1241.51,1379.83,1412.27,4896.14,1848.67,1085.93
1570.24,1536.04,2292.61,1447.37,1027.37,721.942,882.993,1183.77,1333.34,571.811,1220.16,1313.56,1804.26,884.506,994.1,799.201,833.731,412.424,1059.23,1025.38,896.817,1002.32,914.105,1473.09,830.686,1542.41,1270.48,598.107,1142.49,792.852,835.842,558.957,468.728,998.225,1496.73,888.439,2036.98,695.526,1606.17,899.935,2548.89,1652.36,2019.52,963.37,1904.71,2332.78,2547.98,1165.14,1749.69,2181.98,2167.69,2030.14,1404.6,1184.47,1001.44,2046.95,575.191,1900.03,394.424,2548.67,1676.26,897.988,1529.03,1739.1,1487.5,1227.48,1275.18,1388.87,3941.67,2064.84,1224.66
1144.03,849.103,1596.33,1429.03,656.887,502.1,509.275,890.305,923.791,601.329,1337.25,1179.93,1552.27,1204.85,772.269,589.218,1255.32,508.066,1316.1,1297.15,988.585,669.297,701.071,967.128,582.268,920.771,725.634,327.92,650.519,489.73,497.86,464.822,438.568,883.33,1797.52,964.803,2345.78,824.936,1795.07,861.569,2066.12,1208.7,1715.24,648.938,1327.47,1730.85,2012.71,932.526,1267.83,1595.82,2056.57,2165.09,1445.13,1388.19,1355.99,2143.85,610.185,2565.49,496.062,2645.22,1617.25,779.807,1378.22,1393.91,1341.89,1211.45,1419.38,1343.61,5179.61,1743.32,1082.36
1019.2,893.904,1737.25,1272.5,718.303,468.001,567.978,1023.39,799.071,624.4,1092.62,1021.77,1535.87,902.017,637.928,881.661,945.238,249.138,1405.51,1469.71,809.327,778.65,856.221,1028.14,635.684,894.283,849.674,343.681,664.322,461.173,439.638,418.481,366.917,684.628,1452.23,884.831,2290.32,744.931,1606.87,922.861,2070.87,1484.25,1650.94,847.758,1363.71,1879.52,2167.51,1056.21,1532.24,1858.03,2119.96,2314.45,1313.49,1354.1,1414.35,2278.65,552.992,2210.73,372.493,2443.64,1448.32,699.665,1259.19,1344.8,1166.62,1020.54,1313.01,1725.58,4939.88,429.934,1030.65
1029.13,1175.22,1919.45,1484.2,694.24,448.045,776.116,1080.38,1049.92,549.806,1238.6,1138.35,1906.06,882.892,550.956,795.143,1168.66,193.431,1100.53,1137.28,751.564,767.432,834.406,1126.81,795.807,1156.34,1130.83,597.877,905.777,650.634,748.67,551.441,493.471,866.422,1624.91,1070.11,2450.2,635.988,1477.35,795.668,1901.78,1177.32,1479.96,726.629,1415.34,2216.28,2298.58,1194.97,1857.5,1980.76,2573.34,2712.85,1303.54,1454.8,1225.02,1575.42,458.664,1494.78,286.203,1982.24,1320.56,782.227,1443.14,1634.05,1431.77,1677.34,1772.34,1671.16,4801.24,767.287,1096.11
1555.51,2478.41,3254.69,2513.73,1274.15,829.008,968.265,1579.88,1276.68,713.186,1400.62,1397.35,1854.35,1123.56,507.797,812.167,1425.93,153.391,933.103,1128.21,921.68,849.106,1045.06,1377.95,752.876,1391.33,1013.27,482.111,947.998,644.945,699.066,522.028,388.316,937.041,1418.53,1088.86,2055.84,796.793,1608.55,859.172,1860.98,1417.64,1468.92,723.734,1386.38,2200.17,2282.56,1027.24,1708.05,1737.19,2163.37,2194.21,1036.15,1264.54,1157.33,1701.38,542.812,1886.23,405.22,3054.07,1752.79,998.918,1764.15,1889.58,1660.05,1378.72,1579.9,1891.56,3700.64,1247.71,1206.15
1276.92,1480.25,1708.77,1367.95,897.684,686.778,720.268,980.029,1262.24,617.054,1303.64,1019.54,1507.95,769.795,594.589,646.047,691.398,190.869,797.435,816.24,843.766,833.85,1055.78,1351.1,845.058,1342.52,1029.44,501.164,1015.91,655.103,579.341,542.964,406.807,710.845,1437.08,707.325,1735.9,585.423,1349.82,695.536,1678.67,1155.9,1669.35,877.599,1538.74,2620.23,2735.57,1144.59,1361.45,1792.26,1951.86,2024.71,1102.51,1251.35,1059.09,2052.89,508.342,1974.44,490.974,2579.51,1683.59,969.853,1585.18,1609.38,1556.76,1495.87,1728.77,1670.17,4328.35,822.017,1087.71
1008.29,1041.43,1609.68,1423.81,650.713,459.508,454.268,1207.73,870.24,519.638,1355.69,1102.32,1907.49,960.369,790.482,1640.39,1664.41,502.476,1602.22,1029.91,740.773,813.716,745.092,1156.11,707.208,1399.55,1269.85,673.598,1186.12,836.797,906.166,685.425,572.514,1030.49,1630.21,952.529,2371.37,737.691,1827.76,980.813,2205.41,1724.78,2106.72,887.153,1974.23,2822,2848.13,1240.39,1643.66,1871.95,2276.79,1896.43,1193.71,993.694,1066.25,1697.03,449.833,1733.01,422.974,2594.91,1557.6,891.881,1581.7,1496.12,1465.53,1123.24,1487.89,1389.58,3270.1,1290.82,1183.95
993.935,1028.87,1468.12,1319.18,817.07,557.019,663.798,1158.59,1154.6,764.168,1435.12,1480.09,2094.89,986.209,798.388,967.053,766.103,275.664,725.931,729.392,635.939,584.856,770.559,976.314,674.596,1090.86,1060.99,510.358,930.028,672.519,722.313,452.011,320.38,730.847,1300.71,673.432,1621.66,546.329,1308.5,719.947,1786.57,1125.4,1667.88,703.839,1565.47,2387.72,2509.09,1159.3,2147.46,2091.58,2222.02,2661,1336.49,1400.31,1143.25,2020.63,599.432,1841.32,451.397,2731.56,1745.55,891.987,1694.97,1768.26,1704.91,1333.1,1560.27,1476.82,4421.76,674.091,1086.79
1154.58,968.641,2194.56,1246.48,678.629,721.987,589.88,1146.11,1298.01,821.747,1697.16,1534.44,2075.45,957.134,745.747,870.895,503.906,117.921,484.268,709.55,538.341,595.24,681.664,892.011,501.396,988.267,805.733,372.635,669.767,511.462,497.528,460.141,432.853,717.02,1479.61,917.15,1973.04,696.478,1672.98,964.085,1979.58,1396.8,1487.7,731.204,1137.95,1790.82,2070.37,896.884,1211.63,1637.47,1641.11,1979.94,1148.12,1332.74,1147.69,1873.49,442.268,1785.32,427.617,2643.67,1603.92,827.69,1572.85,1789.97,1453.99,1409.3,1556.99,1987.13,5991.67,804.257,1020.73
914.038,969.593,1418,1173.89,814.298,434.149,608.726,1329.28,969.222,859.949,1531.54,2044.51,1909.12,1339.46,804.153,994.523,1360.52,353.667,1086.21,1185.13,770.5,827.375,915.179,1150.92,744.098,1227.43,866.404,433.953,694.282,542.01,555.441,513.618,429.581,783.855,1558.97,929.382,2179.67,622.451,1831.18,1226.35,2149.75,1477.27,1955.54,942.23,1709.61,2107.82,2697.98,1136.78,1663.03,2214.08,2129.92,2195.69,1435.65,1362.96,1212.7,2246.98,552.512,2010.49,459.175,2637.5,1539.5,813.375,1368.3,1563.89,1167.26,1204.02,1166.19,1531.42,5017.64,2211.42,1157.97
1125.58,1059.89,1821.32,1357.18,764.411,552.706,565.705,1251.92,1083.17,603.864,1419.01,1543.39,1783.13,1004.72,404.16,907.975,702.151,173.671,714.441,902.84,620.628,747.808,969.184,1333.84,823.8,1320.2,974.495,510.609,879.53,620.9,708.33,612.335,455.622,811.855,1716.68,1002.13,2161.57,723.932,1624.18,995.306,2024.63,1391.43,1771.18,869.457,1683.75,2349.4,2549.8,1251.5,1822.85,2130.64,1916.89,2202.33,1242.87,1174.22,1241.59,1655.34,454.121,1676.62,438.9,2328.49,1564.02,947.796,1615.7,1813.39,1432.37,1204.75,1235.27,1247.37,3999.02,1289.16,1103.68
936.93,1437.45,1306.84,1205.43,720.202,591.843,631.146,1246.3,1362.47,757.344,1382.36,1651.52,2434.35,1173.36,601.265,709.327,1034.04,599.468,1082.31,1333.18,882.592,969.389,1081.24,1030.39,673.765,1024.19,731.96,319.615,536.818,375.026,416.22,318.012,305.233,568.273,1035.09,792.787,1901.19,715.086,1817.09,1044.93,2051.75,1354.78,1588.13,660.15,1017.11,1686.06,1879.81,880.336,1791.33,1991.84,2742.51,2875.97,1627.24,1664.84,1192.74,2174.77,541.177,1833.13,385.488,2499.83,1542.76,966.122,1684.69,1675.61,1407.74,1192.34,1078.96,1227.27,3275.4,1334.63,1076.19
1239,1208.69,1453.1,1307.09,643.853,448.181,561.153,966.608,1018.77,586.822,1394.4,1612.59,1931.08,1146.07,542.046,566.559,1201.37,734.381,1219.52,1149.48,852.957,729.825,967.408,1040.39,560.468,939.132,772.196,357.711,573.12,488.626,463.223,394.761,366.944,677.975,1224.34,751.83,1817.97,647.034,1659.6,901.581,2035.24,1363.25,2021.09,823.087,1637.61,2560.58,2906.63,1459.69,1783.16,1887.26,2239.45,2054.78,1070.15,1038.23,863.755,1589.39,487.5,1650.18,391.577,2092.45,1345.77,814.15,1652.73,1844.51,1717.65,1462.09,1724.52,1567.03,6283.4,1856.49,1086.61
1318.19,1554.58,1639.01,1647.15,682.718,404.872,496.186,938.021,811.221,496.598,1153.58,1208.35,1650.75,1093.34,709.302,1001.44,874.321,1022.96,1053.02,845.84,494.753,427.182,532.189,686.29,483.533,997.973,953.206,469.809,801.629,587.337,568.342,385.193,301.929,505.137,971.87,621.187,1601.54,626.297,1655.17,1016.08,2463.54,1617.98,2066.23,815.372,1382,2116.9,2093.25,1164.97,1673.31,2018.7,2364.11,2486.05,1276.09,1093.1,1008.84,1427.88,414.372,1123.35,246.299,1754.12,1357.46,715.3,1732.79,1814.07,2000.89,1427.87,1624.08,1466.25,5253.84,392.4,1008.73
1031.76,1024.33,1472.65,1232.01,608.485,382.757,567.249,807.798,937.541,480.491,1136.53,1176.86,1634.4,833.13,573.326,474.108,583.721,182.209,493.395,484.543,389.885,405.108,549.362,723.629,567.634,930.306,760.982,378.896,675.462,448.796,447.741,294.18,238.909,448.528,805.524,504.002,1514.47,499.781,1454.05,874.06,1986.09,1574.18,1913.01,877.292,1525.45,2013.67,2239.54,971.542,1346.85,1494.58,1935.07,1850.67,1092.62,1008.55,1091.03,1805.05,435.666,1985.31,430.646,2599.56,1583.44,1036.22,1961.6,1707.36,1750.13,1446.88,1469.27,1505.99,4889.46,744.261,907.587
772.575,873.651,1629.07,1056.62,661.949,401.373,437.006,988.231,1129.58,612.708,1661.18,1491.63,2327.98,1122.62,953.532,1142.46,829.278,342.815,799.079,729.118,528.842,522.419,555.037,766.433,680.719,1023.37,795.076,423.879,764.261,568.558,607.748,467.925,346.289,638.04,1381.74,671.759,1845.93,539.874,1459.44,964.703,2157.16,2023.45,2477.72,1130.49,2238.72,3535.55,3662.62,1467.26,2048.26,2054.64,2033.33,1932.92,1116.09,1042.93,920.144,1812.96,465.624,1921.71,455.649,2575.13,1682.6,736.372,1461.32,1375.6,1334.41,1267.58,1652.75,1384.07,4065.48,857.09,1064.48
781.876,849.077,1459.57,973.014,878.648,553.645,559.854,1071.03,702.994,656.927,1043.11,1183.48,1529.13,782.324,378.464,1146.46,1060.26,192.602,721.948,690.039,476.117,415.035,467.233,616.749,387.368,679.163,541.95,297.032,536.364,414.962,458.616,443.326,329.178,714.516,1277.54,758.55,1928.63,633.484,1347.77,747.718,1815.51,1260.7,1817.63,755.918,1455.05,2413.22,2404.95,1169.36,1519.19,1714.3,1936.4,2011.87,1274.87,982.309,953.654,1574.77,475.643,1683.15,373.469,2595.77,1639.46,964.216,1644.19,1841.55,1655.11,1497.59,1394.98,1541.43,3143.4,921.173,936.722
917.067,837.226,1400.95,871.425,662.288,496.643,450.434,994.753,755.457,699.805,1138.3,1193.39,1946.48,771.251,487.708,1131.26,599.542,329.01,1206.42,1029.48,698.249,715.527,711.438,811.73,551.292,782.927,624.667,337.94,477.543,449.314,523.209,388.995,324.549,709.768,1250.65,709.087,1673.56,479.419,1217.92,674.388,1645.68,1494.86,1956.94,1072.38,2249.66,3552.2,3734.8,1570.77,1833.68,2015.53,1968.35,1790.86,971.274,897.899,908.73,1522.35,399.417,2089.94,373.783,2770.85,1536.19,762.23,1249.96,1324.5,1274.11,929.722,1058.94,1440.3,3216.09,6741.2,997.575
1549.47,1379.33,1682.32,1167.21,694.061,542.682,513.559,828.517,917.695,438.938,1153.87,1162.45,1232.61,524.772,553.56,664.236,174.71,136.462,450.61,600.219,508.322,650.533,679.856,929.938,589.103,847.768,681.892,334.307,580.875,463.849,431.85,351.501,305.561,598.159,1121.6,616.709,1605.97,453.599,1249.54,657.016,1785.09,1353.62,1711.55,858.761,1902.18,2700.29,2813.44,1203.3,1910.87,2122.71,1961.03,2368.83,1150.45,1062.75,943.457,1585.37,469.875,1847.85,432.399,2858.63,1864.05,1245.51,1943.08,2111.05,1488.29,1248.18,1260.16,1141.05,3323.56,1193.68,934.856
1750.58,1037.9,1530.53,1175.3,627.201,340.513,546.703,800.993,908.951,414.621,1041.39,913.653,1534.2,551.256,562.02,588.283,715.424,141.137,684.82,708.645,653.856,647.965,627.67,971.886,652.403,979.064,785.901,427.41,699.587,542.267,513.012,374.465,291.659,477.45,1044,547.985,1379.47,490.916,1103.29,617.813,1476.33,1081.39,1397.08,607.986,1331.67,1998.92,2310.09,1068.59,1942.97,2277.99,2531.33,2856.23,1572.4,1318.93,1214.53,1875.9,424.536,1705.55,419.452,2835.56,1905.15,1303.31,2485.26,2503.74,1861.44,1601.53,1361.74,1228.06,3889.47,1607.77,968.763
675.716,639.52,1199.62,1022.7,511.531,349.265,389.842,749.007,885.355,463.969,1285.93,1003.41,1677.83,708.939,582.816,1023.98,1457.2,316.47,1095.64,921.505,659.131,583.27,695.657,975.253,719.919,968.961,819.963,424.272,683.248,526.764,488.184,362.097,280.431,523.194,1072.91,664.846,1882.38,657.801,1822.79,978.354,2236.68,1303.92,1944.24,743.148,1828.05,2217.95,2485.02,1015.13,1707.08,2181.24,2710.01,2494.94,1351.78,1401.61,1069.85,2013.7,502.732,1615.83,350.803,2392.96,1417.35,876.138,1548.18,1496.5,1448.16,1122.56,1180.71,1053.15,4223.18,2009.44,997.583
1407.01,1246.37,1563.62,1271.85,675.135,443.179,478.275,977.778,921.702,534.106,1128.23,1024.82,1729.56,1133.36,595.024,710.684,2081.16,590.257,1629.56,1305.35,801.714,638.725,627.099,886.423,501.584,843.098,660.508,333.196,611.492,501.638,549.101,498.594,433.078,1013.48,1675.06,961.62,2472.77,799.141,1854.37,1062.45,2609.39,1943.53,2400.54,984.631,1871.32,2936.1,2678.87,1249.88,1964.26,1718.43,1912.63,1707.26,1076.4,925.771,921.613,1377.88,386.767,1587.08,360.903,2071.59,1501.32,1069.61,1568.68,1669.52,1514.81,1162.36,1379.3,1293.66,4063.65,994.964,1083.04
1425.05,1700.15,2327.36,1235.33,766.938,759.935,442.444,1286.63,1008.65,572.225,1496.94,1203.34,1725.64,1155.14,649.11,792.942,2012.07,488.821,1082.76,855.912,548.091,587.41,576.23,935.206,550.381,1180.22,918.718,531.599,853.169,669.107,686.381,440.933,316.571,703.041,1367.43,762.01,2028.02,780.053,1862.44,1112.75,2739.25,1683.6,2376.17,925.229,1964,2747.72,2680.34,1235.23,2090.04,2232.39,2450.83,2181.16,1266.78,1309.73,1080.6,1636.45,475.556,1550.91,354.13,2354.65,1556.07,1012.21,1817.24,1885.66,1836.55,1519.14,1532.62,1226.92,4138.13,1139.93,1153.53
1726.45,1342.51,2263.4,1680.85,894.801,484.565,872.864,1351.09,869.868,856.791,1691.52,1606.42,1759.45,1127.78,886.903,846.115,1323,559.015,1130.07,975.388,722.292,629.892,683.319,910.725,575.87,845.687,875.458,405.084,605.365,518.592,521.608,401.177,364.45,602.571,1223.34,740.216,1981,590.272,1750.03,1125.95,2259.36,1432.86,2072.68,890.82,1620.07,2534.08,2531.88,1146.43,1651.17,1855.13,2562.14,1918,1227.7,1398.14,1010.27,1467.35,346.419,1459.2,350.039,2319.64,1586.47,1008.86,1764.03,1994.86,1720.17,1604.76,1602.23,1557.57,4217.6,1715.83,1135.86
1015.9,954.158,1888.88,1225.79,755.087,337.202,941.972,996.663,1170.04,754.483,1411.91,1318.84,2061.7,1272.35,890.085,1199.46,655.147,229.694,831.491,844.817,796.907,600.218,897.173,1119.58,722.087,1244.49,1012.9,455.836,819.573,638.767,623.656,456.603,397.981,626.381,1026.53,595.547,1578.71,488.792,1223.89,723.406,1543.63,1288.84,1682.14,889.195,1881.91,2551.12,2635.95,1164.63,1681.79,1964.43,2108.98,1803.96,997.495,1142.58,940.148,1584.2,475.663,2285.96,374.134,2728.95,1884.23,1015.47,1706.12,1744.44,1610.75,1435.65,1850.97,1843.76,5832.29,1197.61,1084.9
908.91,1148.6,2242.46,1513.14,881.27,473.086,659.297,1387.03,1726.01,729.014,1485.42,1447.96,2996.66,945.439,980.111,1389,1051.5,343.09,962.224,1006.15,855.677,712.5,896.965,1176.1,807.401,1323.12,1087.08,517.187,1035.6,664.635,652.252,501.697,388.805,669.43,1261.72,667.674,1628.93,531.272,1281.25,923.049,1848.75,1684.97,1976.43,1083.42,2147.33,3263.52,3519.94,1471.36,1833.46,1915.02,2134.66,1847.46,1060.3,1048.13,1061.09,1669.68,544.623,1810.17,350.151,2434.24,1450.27,852.481,1410.79,1464.39,1392.56,1340.16,1657.34,1390.09,5815.23,2055.13,1173.33
1496.26,1409.28,2487.2,1440.49,785.735,528.469,568.786,1016.28,1149.93,655.753,1433.33,848.557,1842.22,912.659,578.406,915.056,1650.87,224.206,714.422,812.063,636.587,613.305,728.542,1164.8,700.574,1445.19,1153.77,615.326,860.958,651.532,611.174,427.507,312.609,503.749,1005.2,577.766,1476.56,538.336,1326.24,822.294,1947.55,1446.01,1986.41,886.064,1520.44,2915.17,2713.82,1475.8,1734.63,1814.33,2169.21,2220.79,1192.95,1033.05,943.977,1689.74,404.722,1449.79,297.072,2154.32,1391.39,859.763,1431.59,1656.08,1579.63,1353.08,1456.12,1428.25,4999.73,906.691,1056.01
978.968,1258.54,1760.56,925.284,649.845,563.443,495.273,1205.02,977.202,465.438,1941.58,1174.89,1936.16,1470.91,726.949,611.602,1596.68,259.324,978.448,974.385,635.753,569.449,583.966,742.184,535.532,804.568,748.658,359.613,566.123,503.538,550.381,433.339,464.38,770.43,1365.58,792.841,2027.3,557.146,1369.61,785.518,2022.61,1690.97,2224.95,1005.74,1987.19,2710.26,3117.27,1287.43,1914.55,1728.43,1823.37,1830.09,952.146,1000.8,936.423,1744.75,470.935,1900.24,389.567,2857.56,1803.45,1031.18,1646.35,1414.59,1164.48,974.094,1137.53,1154.66,3210.92,884.591,1030.74
965.663,926.987,1603.73,1305.7,704.107,541.135,530.769,797.557,1210.68,390.328,1360.19,1358.33,1943.28,888.397,684.702,541.838,1526.28,285.309,865.889,705.865,588.23,455.133,505.149,685.786,491.651,921.868,714.739,359.69,671.875,504.804,434.308,406.089,314.308,575.745,1035.19,680.804,1719.27,663.5,1900.42,1098.06,2444.26,1917.97,2500.52,1005.23,1778.86,2621.49,2453.38,980.404,1324.17,1621.84,1645.66,1436.48,829.867,795.573,731.614,1411.63,351.14,1643.73,400.793,2533.78,1438.88,943.222,1679.8,1593.38,1263.95,1291.63,1381.25,1238.59,5716.05,686.321,970.994
1119.39,1027.79,1879.34,1845.16,769.622,795.07,657.124,1028.6,1150.41,685.933,1492.93,1537.7,2119.17,1421.16,785.325,730.575,603.011,702.818,899.5,1050.43,873.712,616.121,773.324,1177.57,694.963,1189.01,964.434,587.042,743.358,707.948,634.606,514.063,463.899,736.87,1375.38,855.093,2202.07,700.467,1979.34,1048.61,2602.1,1628.58,2248.38,1009.11,2075.03,2966.1,3108.1,1268.02,1962.94,2028.8,2048.5,2065.1,1057.81,1177.37,988.292,1846.79,492.271,1876.23,384.411,2356.2,1383.52,700.957,1212.23,1429.5,1072.42,1004.45,1324.24,1182.37,3857.39,1547.3,1143.28
974.803,1017.05,1515.02,1378.05,676.36,583.289,598.153,1637.69,1208.22,838.81,1494.25,1722.67,2639.09,913.79,995.249,708.716,1392.63,352.337,1179.55,1065.26,759.91,595.445,797.187,1070.79,608.143,954.885,924.84,358.603,688.286,460.082,489.135,362.108,309.109,559.478,1021.22,641.717,1675.38,631.523,1770.23,950.515,2475.74,2001.82,2621.47,972.047,2170.41,3538.37,3266.13,1195.15,1860.43,2004.76,2397.55,2083.85,1104.58,1046.56,1028.72,1700.58,492.597,1609.33,354.37,2131.23,1321.03,737.915,1524.68,1548.13,1309.57,1210.83,1438.51,1471.31,3798.26,2906.36,1104.82
758.671,1512.64,1839.11,1690.79,701.693,745.596,742.319,1478.58,1184.14,684.771,1176.39,1737.65,1913.09,987.454,1096.32,334.793,1212.13,1006.36,1526.95,1242.31,744.671,679.125,650.564,849.377,505.377,781.468,737.181,314.09,581.033,511.785,475.988,441.394,380.629,720.861,1560.64,961.92,2261.68,778.503,2154.1,995.122,2790.65,1671.4,2127.64,855.817,1781.07,2452.09,2689.3,996.619,1478.61,1896.87,2159.56,1805.3,1116.87,944.387,894.496,1512.26,435.501,1494.62,358.879,2567.17,1554.56,953.527,1833.58,2169.48,1859.4,1916.07,2072.67,1765.02,4316.83,5284.23,1155.52
1034.98,908.964,1576.54,1345.2,539.286,442.64,418.216,970.541,968.002,532.487,952.947,1425.53,1553.32,966.667,755.068,445.924,1607.41,875.083,1798.91,1350.4,933.484,764.463,753.027,1184.35,601.328,1021.61,893.809,396.68,749.301,494.068,455.131,371.896,283.97,554.039,1277.74,788.141,2142.75,713,1824.82,1238.64,2726.32,2162.95,2103.36,791.397,1711.03,2721.3,2596.7,1147.04,2068.15,2137.53,3078.5,3076.17,1671.83,1466.77,1174.2,2019.19,492.093,1787.6,355.859,2336.75,1485.44,833.662,1714.99,1748.81,1483.54,1541.13,1695.19,1276.23,3056.97,1354.33,1120.89
960.299,929.622,1883.19,1195.78,652.747,534.313,455.919,877.295,1151.48,545.665,1034.81,1132.45,1665.86,874.849,585.899,684.677,1902.22,342.173,1126.76,1089.02,814.267,758.248,744.997,1128.46,614.859,942.185,789.307,439.565,685.123,516.624,576.119,427.183,421.458,547.613,1192.35,789.132,1977.93,657.212,1652.2,1162.79,2189.55,1698.55,1810.87,888.035,1599.42,2256.95,2569.34,1164.21,1806.02,1962.21,2402.11,2107.12,1255.09,1171.63,1028.77,1900.21,558.814,2002.05,425.327,2722.88,1688.32,852.065,1435.33,1423.64,1353.29,1129.19,1376.46,1419.58,4688.64,1013.16,1064.8
1014.43,1344,1908.34,1302.89,657.79,556.878,643.155,1371.41,1362.35,770.514,1874.94,1809.01,2155.78,1530.46,656.024,858.925,1947.4,360.811,1456.73,1333.51,863.262,809.558,877.022,1341.33,777.4,1244.88,852.67,456.201,802.926,579.492,630.65,491.511,380.275,579.195,1067.43,741.928,1780.7,600.856,1683.05,757.211,1968.96,1266,1606.47,768.887,1467.29,1950.79,2464.41,1210.97,2192.82,2414.02,2566.7,2864.49,1473.81,1317.41,1179.61,1701.98,430.161,1518.16,282.901,1983.42,1260.14,717.29,1521.4,1755.55,1613.45,1576.43,1572.45,1497.5,5683.71,3165.16,1165.29
1040.74,959.76,1486.17,1401.49,535.186,477.421,393.161,1075.68,1055.73,671.586,1462.19,1330.57,2066.19,880.14,712.874,681.857,1492.74,214.596,945.286,1034.27,889.081,832.612,1023.93,1288.9,776.025,1243.63,917.605,547.24,715.279,549.126,516.337,389.207,317.491,580.655,995.507,581.564,1578.91,540.908,1370.28,743.27,2045.62,1379.46,1912.63,923.854,1568.74,2522.98,2971.54,1274.26,1966.93,2230.46,2439.12,2390.31,1119.21,1246.67,953.232,1816.97,424.725,1704.78,384.094,2483.26,1593.08,930.376,1668.61,1725.31,1498.4,1297.44,1436.86,1505.18,3945.1,1931.62,1074
1045.59,892.843,1502.96,1010.71,594.299,417.286,414.003,988.367,932.896,629.347,1116.94,1553.81,1732.89,868.775,982.805,530.481,876.532,274.298,605.652,940.751,622.493,586.661,726.598,915.456,649.004,878.221,763.342,337.206,661.114,489.718,461.383,332.805,297.763,547.324,1027.76,619.807,2037.82,634.654,1742.9,1065,2736.47,1752.48,2664.72,1173.15,1978.22,3234.82,3232.51,1189.68,2001.97,1883.97,2043.73,1911.55,1109.79,989.237,880.792,1791.98,475.788,1783.39,372.224,2412.84,1572.4,786.806,1257.74,1450.93,1120.76,971.677,1160.67,1278.35,4805.74,2795,1015.19
