sbt1_1951,sbt1_1952,sbt1_1953,sbt1_1954,sbt1_1955,sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015,sbt1_2016,sbt1_2017,sbt1_2018,sbt1_2019,sbt1_2020,sbt1_2021
23.08,12.5947,20.7067,12.4643,18.0707,18.9376,34.2731,46.6172,24.0124,12.4894,14.5536,19.7648,17.0074,21.6414,15.1169,9.55957,6.73271,9.34333,14.1884,28.8369,48.9416,66.7932,74.1448,80.4649,97.9174,75.6526,59.5062,46.3265,40.1688,48.7563,52.3718,44.8549,36.2066,40.9064,59.3862,62.8721,49.5476,54.3734,36.2384,27.4997,20.7698,28.8025,30.5004,27.5285,27.9389,37.7468,54.467,41.5329,29.3653,25.0542,23.8035,21.8238,16.0849,7.89014,3.67163,3.88513,3.93998,4.36622,5.70415,7.31438,10.0042,10.048,11.1935,14.954,18.7413,23.8754,17.2814,13.971,13.0878,15.1803,18.2708
28.5081,13.0809,22.5622,11.8238,19.6115,21.9454,39.7261,58.9341,29.2221,11.1719,12.6167,21.0146,23.5308,24.3263,14.1123,6.7213,10.3492,15.3248,18.5694,34.8722,52.6736,68.8338,76.0954,83.187,98.0171,79.1173,64.2784,47.3375,35.7582,37.9977,35.3601,28.1862,22.3044,28.4098,45.9676,55.0171,51.277,65.5161,48.0282,38.6672,31.4,39.6485,36.6406,30.0156,26.8216,31.728,41.9934,30.3558,21.0321,18.9822,19.3583,19.0102,15.7741,8.67216,4.85413,5.37831,5.75564,5.02824,5.13371,5.75344,6.73629,6.10587,7.58478,12.0368,17.7985,25.7456,20.7582,18.1503,15.8186,13.0282,11.9656
26.4052,15.0236,23.0635,18.3997,26.9615,33.9641,52.0097,61.135,29.8425,13.6276,15.0675,20.4626,19.3676,18.3805,10.4982,4.70531,7.08627,16.6779,17.923,31.392,52.0191,66.6638,70.5239,78.2221,92.846,68.8824,52.7612,38.5108,31.154,38.2193,37.6617,31.4243,26.7859,37.6633,62.991,68.6187,59.2179,70.0461,48.1593,36.2013,26.1888,31.5711,29.1429,23.9985,22.6429,28.5333,37.5916,28.5187,21.2952,20.6109,22.278,20.985,16.5072,8.81707,4.30391,4.47869,4.7191,4.53522,4.86394,5.37706,6.24113,5.83159,7.65467,11.3749,16.1414,23.1629,20.3747,22.5231,30.5258,51.0985,86.6826
26.7764,20.5294,30.1055,20.9125,23.6192,23.4444,34.918,44.2603,19.8073,11.5324,13.8959,20.7665,21.7653,23.4352,15.1015,6.84924,7.00895,12.6305,15.9601,25.3144,39.7087,53.882,56.2312,63.5803,83.4879,64.3989,55.9892,48.5811,41.9554,45.8012,43.2476,32.4772,24.2306,29.4874,46.1776,51.7581,45.3914,56.0751,40.6744,33.538,27.387,34.9639,34.6314,28.6469,25.8985,29.7154,36.8153,24.0877,15.3209,13.2243,13.9754,13.9737,11.8436,6.75816,4.25113,5.46396,6.66354,7.22889,8.61972,9.54343,10.4942,9.39948,9.8979,12.4009,15.8436,19.7601,15.5238,14.7675,16.7557,28.3429,51.3221
26.288,11.1654,21.8976,16.8166,19.5779,20.4338,35.7164,49.3687,28.4901,11.9706,13.8807,21.3838,22.7418,28.7289,19.5704,11.7332,10.8365,11.7027,11.9498,22.7055,36.3462,51.8162,58.0598,69.1995,90.4081,73.6023,57.2595,44.8276,37.4465,41.1991,38.1967,30.3692,23.708,30.9323,49.5725,57.0464,52.3705,65.9622,47.2843,35.756,26.2232,31.2952,27.7294,21.7302,20.7886,25.6799,34.8765,27.4374,22.147,22.5673,27.0413,28.9018,25.4793,14.9046,8.5456,6.96789,5.71265,4.61798,4.48104,4.45325,4.89024,5.04097,6.15833,8.80679,14.1314,21.6154,18.4784,17.6377,17.893,18.8866,22.4454
25.3304,8.64504,17.5302,14.7659,20.7961,28.1661,43.6024,54.7338,31.9509,12.0757,17.6747,27.0771,25.5432,20.0102,10.6083,3.58399,3.23668,7.43761,8.89997,20.1698,37.5103,53.802,58.9577,69.3043,95.3413,77.6778,63.0309,48.5932,40.5397,45.2624,40.4309,30.1502,21.2527,24.8495,43.2053,53.2352,46.2609,54.9596,39.8701,32.8115,25.5378,32.7575,31.6027,25.7414,24.2186,29.7693,39.9409,30.7009,23.2395,21.5697,24.5769,25.6232,20.5327,11.5879,7.0169,6.82111,6.35436,5.17192,5.00307,5.51094,6.43707,5.94232,6.52981,8.69792,12.6283,19.0307,17.314,18.2578,21.715,30.405,43.6105
19.0021,8.05674,16.5977,14.0474,19.3033,22.9986,37.3007,49.5413,32.8826,11.9814,15.2734,24.0603,25.505,24.064,10.1386,5.37627,5.28637,6.79016,7.6839,15.9202,32.8708,50.0335,58.9371,70.3822,94.2195,80.7275,69.2038,56.2074,48.7739,55.2266,53.4381,42.8035,33.4906,39.8522,63.123,72.9345,66.8737,78.5746,53.6784,41.3154,31.8598,38.7561,34.3053,26.5543,24.3259,28.5975,35.095,25.6573,19.6013,19.1614,20.6271,20.692,16.1904,7.91085,3.98718,4.59385,4.81301,4.49301,4.97347,5.74623,7.36741,7.07962,8.22501,11.2987,15.639,22.1437,18.9698,20.5398,28.133,43.2309,66.5809
22.5969,11.1607,20.7979,15.4806,22.427,28.6512,45.9149,57.5299,32.7988,11.8975,15.8361,28.5285,31.5512,30.1436,17.9438,6.67934,4.10753,6.6564,9.37477,20.2251,36.6865,51.0267,56.7891,65.0406,79.669,60.8778,48.7124,38.0766,35.2586,45.7364,49.9414,43.0962,37.0229,46.3257,74.4137,87.42,79.7106,91.015,59.2255,40.3255,28.6639,33.3677,28.8253,22.8837,22.2138,29.0145,39.3856,32.5394,26.7178,27.1105,29.8738,28.6002,20.927,10.3259,4.62162,3.70063,3.43339,3.1812,3.5187,4.58474,6.38186,6.30727,7.9488,12.316,17.0514,22.0027,17.1654,17.4658,21.0737,26.918,34.6333
25.3116,12.7595,21.6874,19.113,23.5669,29.8588,46.2186,55.9711,30.31,13.5211,15.6414,26.0527,29.3462,26.9351,13.56,4.86744,6.58091,10.6933,11.0263,21.1192,37.8764,49.6098,54.1748,63.9475,81.7871,65.051,51.9972,41.8489,38.8257,49.8603,54.9078,50.0223,44.8261,57.8431,86.7515,88.3627,76.5082,85.1379,54.7187,39.4996,28.4811,34.1973,31.3519,25.1882,22.3711,27.549,35.7001,26.1183,19.8525,19.6404,20.5574,19.6665,15.5117,8.33542,3.95344,4.2043,4.37139,3.87839,4.09384,4.9742,6.64544,6.87428,9.1349,14.4674,22.1558,33.7581,28.9867,25.506,21.5453,18.1608,16.4689
20.1242,11.849,19.5318,15.8231,20.6259,24.6863,43.9899,54.9546,30.8541,13.3012,18.8684,30.7626,31.2098,38.1282,25.2385,12.4616,4.99172,10.1245,13.3195,23.7953,40.0743,54.4436,61.9909,69.0025,86.306,66.9479,51.0674,36.8527,31.1902,37.8164,41.2457,36.3661,30.7114,36.3133,56.0305,65.141,58.2822,67.7519,46.6163,35.2977,27.3495,35.2566,32.5646,26.7494,25.1206,30.4344,39.0333,29.5491,22.0386,20.3405,21.9401,21.1382,16.947,8.94437,4.60417,4.99743,5.10436,4.71355,5.05704,5.5761,6.88201,6.85511,8.53672,12.3345,16.6465,24.113,21.6757,21.2211,21.9905,22.9214,23.7135
24.6731,12.7063,21.3553,14.7511,23.0298,33.6357,54.3997,61.2551,30.8131,16.0207,21.0308,25.9664,20.991,18.3809,8.9978,3.77122,2.77182,7.21026,9.89296,23.8513,46.0086,60.8337,69.2372,80.2039,102.124,80.9062,61.4614,47.7106,40.1513,46.5124,47.0607,37.533,30.0949,37.0375,58.3282,67.7445,63.4835,79.8449,55.9012,42.2925,33.3909,41.5887,40.6705,34.2751,30.7905,37.5312,50.7869,36.4847,25.3969,22.3425,21.9884,20.27,14.9802,7.35813,3.49701,3.18185,3.27683,3.37416,3.74334,4.63146,6.07716,6.56201,8.56598,13.7904,22.0216,33.3338,26.9247,21.7416,15.7202,9.42047,6.95058
30.0832,13.3414,23.5676,20.8189,25.8281,25.4286,36.5948,47.0906,32.3295,15.3613,19.0305,28.7273,24.7263,21.5814,11.3975,3.51497,4.98381,13.3916,14.2759,24.4404,41.064,53.2433,58.1521,69.8353,90.7729,70.3862,56.1457,45.497,40.0388,49.9115,52.4741,44.1946,36.7957,42.984,63.0736,67.6161,59.5069,70.4852,49.5171,39.3977,31.5779,40.6111,40.1265,35.6386,34.1323,42.5813,56.8177,41.0291,28.5246,24.501,23.6143,21.2168,15.6609,7.56083,3.24688,3.19972,3.45506,3.54432,4.12922,5.21497,6.91729,7.18265,8.74432,12.7331,18.3657,27.1653,21.8479,17.7236,14.0905,10.6076,9.37052
22.5788,7.64458,16.7366,12.7163,17.5235,19.6449,32.9553,48.0538,25.6089,12.4318,17.3801,30.6108,25.5389,21.8281,11.9729,3.09333,3.11389,9.75901,12.4585,22.3951,38.4701,55.5963,63.7999,77.1823,97.5357,75.0535,57.363,42.639,35.1965,39.1573,36.0556,28.2474,21.3951,22.8782,38.6363,48.9381,47.009,62.6177,46.9892,38.0977,31.5824,40.8742,39.2665,31.508,28.4214,34.8913,46.5079,35.7931,26.5019,24.6125,26.185,25.0984,19.1079,10.3,5.68079,5.47348,5.05474,4.13396,3.97924,4.58987,5.59466,5.27923,6.25444,9.34115,14.2381,21.7011,19.1957,18.4704,17.5506,16.5941,17.2704
23.9778,9.33361,17.1005,10.5792,15.7781,15.7062,29.9809,43.8766,25.0319,11.6098,11.767,22.8494,22.3688,18.1877,9.98439,2.12318,3.64026,8.36586,8.46621,17.2728,32.64,49.8009,57.2822,67.0207,85.7329,69.0747,55.5314,43.6022,34.7675,36.1532,31.4607,23.9818,17.379,20.5684,35.8528,45.3244,46.7953,68.6838,55.921,47.8684,38.3286,47.0772,43.5695,33.8762,28.7082,31.2746,36.7638,24.9614,17.3783,16.3922,18.8449,19.0353,16.2948,9.35947,5.25845,5.35247,5.06463,4.41406,4.41001,5.26597,6.39117,5.45341,6.24381,9.5016,14.7195,21.6584,18.1055,17.4966,18.6831,21.1098,24.136
23.2588,11.0997,17.7614,10.5775,16.6548,18.1024,34.6781,50.7774,25.2891,10.5888,11.9346,19.8698,18.9246,19.8378,12.6642,4.90283,5.08838,10.1786,10.9019,21.1455,36.5061,52.6674,60.3805,70.3112,89.9491,68.1695,54.8331,43.0626,35.2665,39.5337,36.6322,29.3446,22.7732,26.5218,42.2244,51.2267,45.3846,56.8638,44.286,37.7193,31.633,41.9883,42.1405,36.1239,33.5448,36.8633,42.9904,28.348,17.6417,14.9394,15.9114,16.3703,13.5021,7.72378,4.37727,6.06909,7.30668,7.61174,8.78351,9.24021,9.10739,7.21641,7.40272,10.0503,13.6279,18.3553,14.5686,13.808,14.9485,18.9058,25.5185
22.0241,11.4127,18.117,14.445,19.7031,17.7115,31.4405,42.4501,20.132,11.5327,11.8301,18.5444,20.8934,22.1773,15.1227,8.45386,3.26734,8.3428,9.44021,18.1435,32.5225,47.2094,53.6343,63.0335,82.9701,65.3701,52.4594,40.7144,33.4876,38.2717,36.8315,29.2693,22.526,28.0236,45.3179,53.8167,52.7904,71.3749,54.3951,45.5764,37.3014,45.5137,42.3738,35.3648,31.9647,36.8531,45.293,29.822,19.6091,16.9759,16.3281,15.4291,12.633,6.86536,3.68756,4.15912,4.68058,5.17748,6.35589,7.54951,9.77984,9.13294,9.53098,12.3467,15.0191,18.522,13.7211,11.7828,12.211,18.5665,26.6501
21.9676,9.69008,17.1535,12.6935,17.3299,16.8344,31.7513,46.067,22.9085,9.83227,13.1153,18.2317,17.0334,17.6674,10.8958,4.06592,3.81828,8.05863,9.16974,16.4778,30.2588,42.6214,47.0707,53.5718,72.1519,56.089,45.1504,34.5005,26.5962,31.7682,32.8853,28.2157,22.3478,27.8407,46.5587,56.6556,55.0545,69.6461,51.2875,39.7245,31.0432,38.2183,34.7968,28.7406,25.7512,30.2407,38.7186,27.8106,19.7399,18.0428,19.7354,19.9651,17.2092,9.6952,5.46151,5.98083,6.58118,6.43488,6.84913,6.39646,6.45159,5.70555,6.65882,9.85626,14.115,20.29,17.111,15.7512,16.0957,15.9959,15.884
26.1553,10.2436,18.8444,10.6473,16.6845,14.7472,28.5642,38.8974,20.6611,10.8923,13.1792,18.6109,18.0206,16.4881,7.96121,1.83328,2.84225,8.65001,10.0736,18.5273,32.93,45.9492,49.7812,58.4479,75.4488,58.5481,44.2015,33.3041,25.9401,32.072,32.7019,28.4871,24.2576,32.0561,56.5177,70.1958,65.1728,77.9328,55.433,41.3143,32.0444,39.2249,35.5151,28.8872,26.0987,30.459,39.679,29.1407,21.3499,19.9819,21.0648,20.7431,16.3822,8.06479,3.52168,4.04315,4.44192,3.99607,4.45517,5.63754,7.59586,7.6881,8.98943,12.4908,16.9764,22.2552,16.7204,15.1071,16.4846,20.334,24.7914
