region,mp,sbt,sbo,dep,tac,hr,,region,mp,sbt,sbo,dep,tac,hr,,region,mp,sbt,sbo,dep,tac,hr
PRD,HS30-60_HR10,53.2289,63.7291,0.835236964,5.32289,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.8906,52.7117,0.851624971,4.48906,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,31.1078,48.494,0.641477296,3.11078,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,27.3149,44.548,0.613156595,2.73149,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,17.0138,51.8375,0.328214131,0.160009859,0.00940471,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,66.3207,52.7769,1.256623636,6.63207,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,58.6943,55.9875,1.048346506,5.86943,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,51.14,141.852,0.360516595,1.031606219,0.020172198,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,64.3442,94.6316,0.67994412,6.43442,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,22.3955,75.1897,0.297853296,0,0,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,52.1585,93.9181,0.555361533,4.439758174,0.085120511,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,64.8164,56.2835,1.15160571,6.48164,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,57.2314,74.1464,0.771870246,5.72314,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,15.0318,47.9964,0.313185989,0.066069716,0.00439533,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,26.0731,54.6255,0.477306386,1.540975713,0.059102129,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,27.8034,47.9948,0.579300258,2.588498927,0.093100086,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,16.2521,55.6084,0.292259802,0,0,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,50.0918,58.7778,0.852223118,5.00918,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,28.889,71.9116,0.401729345,0.979619687,0.033909782,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,31.4205,50.5939,0.621033366,3.14205,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,58.9612,42.9423,1.373033117,5.89612,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,33.8513,85.8953,0.394099561,1.061797487,0.03136652,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,28.3817,48.8175,0.581383725,2.66204949,0.093794575,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,25.8892,60.0332,0.431248043,1.132635609,0.043749348,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,36.5969,52.9203,0.691547478,3.65969,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,29.0094,58.0918,0.499371684,1.927884311,0.066457228,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,38.5976,63.5812,0.607059949,3.85976,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,35.6319,64.1327,0.555596443,3.035795632,0.085198814,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,53.5813,59.8299,0.895560581,5.35813,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,27.4006,67.8351,0.403929529,0.949243818,0.034643176,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.3619,50.3031,0.86201248,4.33619,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,74.4206,85.3422,0.872025797,7.44206,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,24.899,56.5097,0.44061462,1.167054476,0.04687154,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,47.0524,57.8062,0.813968052,4.70524,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,58.4266,72.6496,0.804224662,5.84266,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,23.2012,49.7917,0.465965211,1.283530685,0.055321737,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,58.5919,70.6959,0.828787808,5.85919,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,53.2234,89.7781,0.592832773,5.195185275,0.097610924,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,36.7902,52.0251,0.707162504,3.67902,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,49.4686,70.2551,0.704128241,4.94686,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,30.2755,59.6981,0.507143443,2.090457107,0.069047814,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.3263,64.6072,0.686089167,4.43263,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,33.8129,50.8877,0.664461157,3.38129,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.4279,106.426,0.351680041,0.644758464,0.01722668,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,64.021,69.1803,0.925422411,6.4021,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,13.5289,54.5897,0.247828803,0,0,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,29.9728,51.0455,0.587178106,2.86917731,0.095726035,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,34.0383,68.6011,0.496177175,2.225845845,0.065392392,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,106.036,65.1912,1.626538551,10.6036,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.4335,67.0308,0.558452234,3.224923899,0.086150745,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.5794,49.4341,0.942252413,4.65794,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,54.4694,58.4838,0.931358769,5.44694,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.6866,72.3319,0.645449656,4.66866,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.4937,47.931,0.823969873,3.94937,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.3025,53.7745,0.693683809,3.73025,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.4801,51.9291,0.856554417,4.44801,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,59.5884,64.8731,0.918537884,5.95884,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,31.6411,51.6591,0.612498088,3.16411,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,58.9197,69.1209,0.852415116,5.89197,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.7046,68.9848,0.677027403,4.67046,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.3155,48.0727,0.817834239,3.93155,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,22.0166,50.496,0.436006812,0.998135862,0.045335604,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.3268,61.5489,0.655199362,4.03268,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,49.3094,47.75,1.032657592,4.93094,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.903,57.7732,0.811847016,4.6903,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,76.9929,98.2863,0.783353326,7.69929,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.2161,73.3401,0.548350766,3.329233078,0.082783589,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,25.8705,68.1109,0.379829073,0.68840601,0.026609691,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,50.535,98.1962,0.514632949,3.615492028,0.071544316,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,34.8482,89.9551,0.38739549,1.015191833,0.02913183,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.8133,69.8046,0.641982047,4.48133,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,25.666,55.7263,0.460572477,1.373751061,0.053524159,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,54.6026,65.076,0.839058946,5.46026,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.8595,93.2197,0.427586658,1.695180134,0.042528886,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,15.9038,42.835,0.371280495,0.377876912,0.023760165,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,33.2167,55.1096,0.602738906,3.32167,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,57.62,65.3158,0.882175523,5.762,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.3898,46.158,0.87503358,4.03898,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,36.7304,65.6129,0.559804551,3.180908355,0.086601517,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,59.1269,57.114,1.035243548,5.91269,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,66.1356,55.1639,1.198892754,6.61356,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,114.094,50.4112,2.263266893,11.4094,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,27.6202,57.3433,0.481663943,1.672531482,0.060554648,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,60.2221,57.6505,1.044606725,6.02221,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,28.5037,74.5589,0.382297754,0.781930162,0.027432585,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,64.2147,70.8838,0.905915033,6.42147,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.1499,59.8914,0.620287721,3.71499,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.1177,66.2007,0.666423467,4.41177,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,59.0849,54.1532,1.09106941,5.90849,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.2182,52.3248,0.749514571,3.92182,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.3065,70.9296,0.554162155,3.330074917,0.084720718,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.1998,56.8129,0.689980621,3.91998,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,45.1815,98.4374,0.458987133,2.394425716,0.052995711,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,34.4741,69.2852,0.497568023,2.270326596,0.065856008,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,48.369,98.903,0.489054933,3.048132678,0.063018311,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,61.7298,90.3944,0.682894073,6.17298,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,20.2896,64.0319,0.316867062,0.114075311,0.005622354,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,52.8795,69.5759,0.760026101,5.28795,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.6145,91.7895,0.442474357,1.928841592,0.047491452,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,25.7253,63.1561,0.407328825,0.920355407,0.035776275,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.6088,109.168,0.362824271,0.82946466,0.020941424,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,69.1591,49.3904,1.400253895,6.91591,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,82.0045,63.6487,1.288392379,8.20045,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,54.0498,71.0687,0.760528897,5.40498,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,79.275,65.2611,1.214735884,7.9275,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,48.2103,105.47,0.457099649,2.524607072,0.05236655,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,47.4702,66.0895,0.718271435,4.74702,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,47.5776,93.7748,0.507360186,3.288566667,0.069120062,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,83.3945,156.719,0.532127566,6.452720765,0.077375855,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,56.6831,76.2817,0.743075993,5.66831,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,32.7566,61.344,0.533982134,2.554819719,0.077994045,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,38.433,56.8177,0.676426536,3.8433,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,34.4978,55.2637,0.624239781,3.44978,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,47.7002,62.7688,0.759934872,4.77002,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,35.5881,53.3539,0.667019656,3.55881,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,58.1001,77.9004,0.745825439,5.81001,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,50.2769,62.2687,0.807418494,5.02769,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,54.2323,62.3796,0.869391596,5.42323,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,63.3779,73.2617,0.865089126,6.33779,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.7696,59.1324,0.790930184,4.67696,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,50.1302,100.201,0.500296404,3.346966268,0.066765468,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,57.1944,47.5102,1.203834124,5.71944,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,31.6705,79.5825,0.397958094,1.03412727,0.032652698,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,33.3314,59.2638,0.562424279,2.915656207,0.08747476,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.4915,75.7114,0.587645982,4.265933736,0.095881994,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,42.4935,100.737,0.421826141,1.725606379,0.040608714,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,73.1836,71.7203,1.020402871,7.31836,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,26.9375,60.8945,0.442363432,1.278304982,0.047454477,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,62.9255,55.3753,1.136345988,6.29255,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,31.5364,58.7589,0.536708482,2.48831112,0.078902827,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,48.2604,53.0493,0.909727367,4.82604,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,105.565,56.8087,1.858254105,10.5565,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.9099,67.8015,0.603377506,4.09099,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,34.0177,93.3587,0.364376325,0.729978169,0.021458775,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,30.1128,56.2138,0.535683409,2.365695783,0.078561136,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.3325,58.3487,0.759785565,4.43325,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,51.7243,65.2174,0.793105828,5.17243,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,16.0564,51.6129,0.311092769,0.059369981,0.00369759,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,24.1668,43.8984,0.550516648,2.018061906,0.083505549,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,23.1512,47.9156,0.483166234,1.413506039,0.061055411,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.1704,47.196,0.829951691,3.91704,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,36.3118,58.7602,0.617965902,3.63118,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.5498,69.4785,0.669988558,4.65498,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,102.398,90.118,1.136265785,10.2398,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,27.421,66.3252,0.413432602,1.036811791,0.037810867,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,61.9058,47.1903,1.311833152,6.19058,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.3327,61.0228,0.759268667,4.63327,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,32.3585,70.6928,0.457734027,1.701345501,0.052578009,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,68.737,71.5965,0.960060897,6.8737,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,66.6102,77.333,0.861342506,6.66102,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,31.3607,63.6164,0.49296565,2.01717929,0.064321883,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.71,48.8583,0.771823825,3.771,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,45.1237,65.6193,0.687658966,4.51237,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.1978,55.8005,0.70246324,3.91978,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,28.8135,60.8159,0.47378235,1.669092578,0.05792745,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,49.6224,67.1998,0.738430769,4.96224,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.0242,52.9703,0.831111019,4.40242,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.3416,63.1219,0.702475686,4.43416,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,38.8564,70.5597,0.550688282,3.246948059,0.083562761,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.7811,59.207,0.739458172,4.37811,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,51.7605,55.7491,0.92845445,5.17605,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,35.7043,70.0062,0.510016256,2.499494466,0.070005419,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,66.0119,71.4125,0.924374584,6.60119,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,57.9052,51.3518,1.127617727,5.79052,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,63.9606,72.4778,0.882485396,6.39606,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,71.6449,51.758,1.384228525,7.16449,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,36.2883,54.3701,0.66743118,3.62883,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,33.8213,56.518,0.598416434,3.364277243,0.099472145,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,60.1142,47.4407,1.267144035,6.01142,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,36.7383,64.6908,0.567906101,3.280804904,0.089302034,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,30.9914,75.368,0.41120104,1.148758639,0.037067013,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,28.728,46.0161,0.624303233,2.8728,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,51.6618,70.0944,0.737031774,5.16618,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.7773,97.7694,0.447760751,2.156188913,0.049253584,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,29.0552,57.6485,0.504006175,1.975813409,0.068002058,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,30.9058,66.0173,0.468146986,1.732239037,0.056048995,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,38.6489,48.3817,0.79883303,3.86489,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,57.8125,55.0787,1.049634432,5.78125,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.1877,60.2243,0.733718781,4.41877,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.3288,81.8916,0.49246565,2.587302898,0.064155217,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,23.7964,58.4419,0.407180465,0.850169737,0.035726822,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,56.9049,67.4365,0.84382938,5.69049,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,19.9019,47.3618,0.420209958,0.797468856,0.040069986,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,50.3997,55.2625,0.912005429,5.03997,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,41.5661,87.3329,0.475950072,2.437852756,0.058650024,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,33.3516,59.5465,0.560093372,2.89151004,0.086697791,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.6666,71.1974,0.57118097,3.676002679,0.090393657,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.5239,45.8912,0.817670926,3.75239,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,23.0159,64.2763,0.35807755,0.445569024,0.019359183,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,24.089,55.6532,0.432841238,1.066670863,0.044280413,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,53.3548,71.7644,0.743471693,5.33548,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.734,76.8716,0.516887901,2.872607958,0.072295967,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.5973,64.5833,0.675055316,4.35973,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,68.5294,73.5367,0.931907469,6.85294,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,26.4079,82.6917,0.319353696,0.170363487,0.006451232,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,42.2911,62.4394,0.677314324,4.22911,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,38.3432,48.0728,0.797606963,3.83432,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,22.6281,63.4338,0.356719919,0.427821333,0.01890664,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,44.2898,71.6329,0.618288524,4.42898,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.4529,61.4692,0.706905247,4.34529,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,29.1614,63.4281,0.459755219,1.55289528,0.05325174,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,65.8041,45.795,1.436927612,6.58041,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,27.2341,56.2237,0.484388256,1.673882736,0.061462752,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,26.65,57.1964,0.465938416,1.47408626,0.055312805,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,38.8632,54.7302,0.710086936,3.88632,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,38.1117,76.6288,0.49735478,2.507175395,0.065784927,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,62.8547,49.7939,1.262297189,6.28547,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,98.5311,73.443,1.341599608,9.85311,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,18.1344,61.613,0.294327496,0,0,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,39.1232,69.4969,0.562948851,3.429133495,0.087649617,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.0114,47.5501,0.778366397,3.70114,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,24.4843,78.8782,0.310406424,0.084931336,0.003468808,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,27.3454,115.409,0.236943393,0,0,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,55.0489,43.4995,1.2655065,5.50489,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,63.9686,50.5107,1.266436616,6.39686,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,127.121,78.9727,1.60968284,12.7121,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,63.5253,52.4925,1.210178597,6.35253,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,41.6116,56.2638,0.739580334,4.16116,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,28.4037,57.7536,0.491808303,1.816021831,0.063936101,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,34.2611,71.4303,0.479643793,2.051597981,0.059881264,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,23.8987,49.8465,0.479445899,1.429507901,0.0598153,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,33.9543,62.7987,0.540684759,2.724094175,0.080228253,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,21.8725,52.2391,0.418699786,0.865420358,0.039566595,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.5315,69.4835,0.669676974,4.65315,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,68.8769,69.6881,0.988359562,6.88769,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,36.5968,52.6274,0.695394414,3.65968,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,18.2774,60.0676,0.304280511,0.026078868,0.001426837,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,37.9204,58.7998,0.644906955,3.79204,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,15.6937,54.905,0.285833713,0,0,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,41.6195,44.6669,0.931774983,4.16195,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,66.9204,61.4035,1.08984667,6.69204,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.1479,57.5308,0.749996524,4.31479,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,31.264,41.2552,0.75781962,3.1264,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,49.1197,53.7882,0.91320587,4.91197,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,47.0457,61.1502,0.769346625,4.70457,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,73.1467,62.4074,1.172083759,7.31467,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,73.6342,46.0708,1.598283511,7.36342,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,53.7658,91.0632,0.590422915,5.204940122,0.096807638,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,40.6039,56.9309,0.713213738,4.06039,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,23.3451,68.0792,0.342910904,0.33391978,0.014303635,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,17.1059,67.1063,0.254907512,0,0,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.9543,55.935,0.785810316,4.39543,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,77.4818,51.7639,1.496830803,7.74818,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,46.1021,52.4877,0.878341021,4.61021,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,42.5337,47.7152,0.891407769,4.25337,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,43.2187,50.1832,0.861218495,4.32187,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,49.247,51.3834,0.95842237,4.9247,0.1,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,41.3296,97.8983,0.42216872,1.683061443,0.040722907,,,,,,,,,,,,,,,,
PRD,HS30-60_HR10,55.8454,53.4257,1.045290937,5.58454,0.1,,,,,,,,,,,,,,,,
