rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017,rt1_2018,rt1_2019,rt1_2020
1294.82,200.967,245.242,390.903,429.822,615.386,146.898,380.012,632.174,628.867,527.69,360.518,130.533,1434.98,276.205,159.913,539.234,341.209,304.458,397.579,300.685,343.874,174.498,115.376,202.002,138.483,1252.93,383.451,313.881,151.545,139.395,327.124,218.32,295.674,1008.72,134.316,97.3212,253.749,698.742,130.058,165.827,42.9811,99.1343,365.936,368.141,86.7736,176.883,93.3511,220.47,492.595,181.852,481.202,218.889,333.247,165.214,635.557,265.836,440.099,133.398,417.288,169.188,640.338,150.332,182.572,200.506,888.974,1062,699.377
1290.71,263.434,269.489,339.202,373.567,608.126,143.939,394.25,558.027,491.116,376.286,215.282,123.106,1438.62,165.724,199.124,377.728,398.473,317.494,376.696,295.064,298.872,179.134,122.351,181.218,118.304,1222.73,397.79,349.243,148.925,119.732,368.886,213.444,272.449,895.748,127.751,60.5796,186.279,704.563,145.436,165.383,45.8797,116.115,356.964,418.71,98.7599,183.997,90.0657,173.362,443.839,177.471,446.37,212.756,321.168,153.901,841.621,229.06,489.896,139.043,348.564,156.477,541.854,121.819,149.847,258.239,1160.48,659.854,92.3736
917.337,228.263,284.602,394.327,471.976,694.032,187.373,465.83,578.314,526.637,650.642,178.402,80.65,2001.36,90.1463,128.265,304.27,283.099,223.295,277.259,243.706,249.408,116.098,83.723,165.153,107.455,1069.19,344.747,299.498,143.529,127.878,379.499,166.341,227.418,952.086,109.076,70.7905,186.713,662.496,172.424,225.125,57.8002,155.734,630.383,479.221,168.552,192.795,102.238,172.186,341.125,117.569,253.314,108.377,170.133,120.932,631.726,233.994,526.055,160.006,373.165,184.451,399.402,98.7953,118.872,207.067,885.809,363.885,537.11
889.377,177.568,206.054,430.886,344.882,452.614,142.554,472.27,649.678,393.106,635.815,248.334,124.702,1076.66,108.318,92.4334,346.45,243.014,329.831,335.138,316.208,378.58,157.012,164.939,154.117,158.785,1278.51,412.325,353.461,166.094,116.427,357.142,188.652,311.921,982.871,137.555,81.7392,228.401,720.208,142.827,210.673,60.3101,133.879,473.518,468.671,116.306,208.538,111.688,226.431,499.384,187.148,498.325,130.839,278.146,103.761,503.686,152.951,313.621,102.744,311.302,147.079,526.281,123.053,157.908,277.592,1041.92,385.239,498.935
933.476,193.722,263.079,343.272,450.536,723.404,188.152,630.79,671.509,640.621,462.649,329.334,138.408,1372.45,99.6059,113.428,255.978,200.933,250.945,300.329,222.642,263.99,174.218,150.521,220.2,173.253,1394.47,600.459,412.193,182.918,131.213,407.221,186.337,258.271,1042.45,113.148,75.89,208.185,778.128,146.414,153.174,43.3832,120.138,503.439,425.39,99.6252,163.24,99.87,187.683,360.482,137.542,313.022,139.388,279.03,131.716,624.534,192.325,466.693,164.262,437.193,181.378,547.428,151.181,159.97,243.438,753.858,1525.16,195.235
816.223,162.302,272.709,416.506,373.279,641.412,125.747,401.161,720.168,576.073,500.165,282.4,169.836,1336.88,61.7837,162.362,260.478,237.038,264.991,349.88,254.789,312.214,157.534,130.066,144.001,147.702,1036.18,351.575,326.221,147.218,122.943,308.665,199.854,308.594,959.872,139.362,80.3813,189.922,674.589,143.773,151.431,37.485,100.6,389.837,363.864,99.5114,183.742,85.6191,184.724,408.878,210.52,458.75,149.016,282.719,129.981,726.068,205.807,484.285,149.274,436.744,214.27,597.748,136.469,175.316,216.661,645.502,1262.77,360.863
697.219,138.364,211.841,297.129,347.909,502.056,130.509,346.9,630.171,423.447,331.371,358.826,107.088,901.736,94.5742,70.9722,253.662,277.708,301.165,334.333,255.274,300.124,130.318,135.919,160.344,134.4,1125.46,336.766,311.356,145.742,111.71,325.393,158.359,279.842,859.91,102.242,56.9691,191.325,596.908,114.416,125.715,38.6741,125.214,357.364,462.981,120.753,219.231,105.579,251.663,583.514,218.929,438.572,142.125,233.732,116.803,464.318,160.437,370.788,140.212,482.124,246.279,561.99,176.218,232.215,312.293,867.141,354.638,332.596
795.168,124.602,234.908,375.52,337.625,551.144,145.975,335.045,663.053,645.484,521.194,352.737,171.362,1274.98,133.683,162.285,363.98,272.249,225.204,286.654,235.201,232.24,141.184,97.8769,136.544,134.982,1230.14,427.11,433.308,216.991,174.258,398.528,236.852,316.863,1033.41,104.189,66.9788,162.399,500.422,110.794,129.527,45.1943,118.565,448.558,475.013,161.343,257.411,144.939,280.729,601.8,275.896,516.428,142.157,269.266,110.992,583.218,171.898,352.613,131.369,440.193,183.128,533.224,139.692,148.072,147.626,580.822,368.913,616.369
749.29,163.089,165.008,408.282,299.197,499.611,141.547,390.185,459.169,500.596,423.664,176.97,161.422,1238.98,47.9049,145.55,299.039,254.598,286.231,331.429,330.752,376.221,147.54,127.877,196.556,173.371,1348.22,411.931,378.209,150.876,117.89,421.359,186.137,255.956,791.575,96.6837,57.418,192.342,554.053,112.206,134.998,46.0748,128.343,420.145,468.835,133.067,172.866,97.3449,211.646,419.292,169.319,401.358,135.909,234.663,117.312,481.757,232.344,387.279,143.843,432.067,194.85,494.424,118.803,141.759,154.96,725.064,601.163,378.251
1081.47,275.066,140.558,446.313,310.471,671.483,152.855,358.617,566.547,507.951,504.959,225.531,190.661,1319.77,194.036,175.872,376.277,370.288,364.843,433.885,413.407,339.927,193.847,152.363,208.547,131.777,1183.56,388.962,337.743,155.77,118.827,341.612,191.871,261.902,930.702,125.462,69.872,172.714,600.709,126.779,166.79,41.5014,110.593,402.788,433.349,118.047,214.826,107.451,296.523,519.729,198.057,482.227,171.789,241.32,95.0863,481.299,155.065,378.963,141.506,402.911,186.327,524.536,129.992,165.237,242.607,808.144,367.639,440.7
