N_ag1_age2_1951,N_ag1_age3_1951,N_ag1_age4_1951,N_ag1_age5_1951,N_ag1_age6_1951,N_ag1_age7_1951,N_ag1_age8_1951,N_ag1_age9_1951,N_ag1_age10_1951
309.386,671.678,729.033,77.2017,3.12561,4.85131,48.7248,1.27336,0.144414
323.336,686.518,704.595,70.4489,26.1425,1.41731,5.73805,31.9014,0.110209
383.097,502.813,510.39,65.6242,11.6913,20.7509,15.9394,19.1913,55.3959
282.252,534.677,601.797,88.1866,51.8246,20.9714,15.5533,8.51819,8.6354
291.217,347.369,483.19,99.0017,16.9309,13.727,0.619978,17.9114,16.3938
204.939,485.056,470.002,129.251,35.611,6.98067,1.84067,1.99036,17.6977
143.67,471.457,460.766,89.2239,19.4691,0.609504,13.7749,4.42993,2.01468
295.325,566.77,627.694,189.375,25.6471,11.6754,6.26744,17.8751,5.52305
320.161,514.465,576.19,47.0055,17.7749,4.10111,3.1546,14.0281,24.7849
294.733,554.993,493.47,105.228,32.3667,7.72949,1.01382,1.0325,35.5128
157.108,580.34,426.143,84.6741,5.54655,34.0648,4.59993,31.5589,1.19146
251.712,638.477,609.324,114.723,32.1627,2.22364,0.0128592,1.66358,48.1154
285.776,564.737,396.627,100.7,2.08452,18.1142,1.8571,5.26192,9.27813
243.039,441.589,366.394,134.827,43.9324,35.7317,0.552021,0.287052,6.98341
318.751,419.792,442.989,106.906,8.83028,45.1727,5.37643,6.1037,7.20325
337.831,564.927,458.56,155.108,87.1646,13.2189,1.92981,1.0129,0.542542
321.516,450.407,510.482,156.782,62.6668,12.0612,3.41292,0.275928,2.9109
189.055,595.593,565.423,125.553,1.31407,6.31008,52.9518,4.56658,5.54516
183.7,474.53,398.983,58.9987,1.81319,11.9081,13.2761,17.8375,9.62478
254.99,499.511,462.878,66.916,13.8828,1.19757,0.739872,40.95,3.00358
358.854,534.695,639.552,85.8541,2.64409,7.12482,2.26765,26.5546,11.2835
189.524,393.875,438.352,146.04,5.83771,8.33652,4.52939,3.66698,26.0464
218.573,468.034,344.616,73.3821,0.476959,3.503,6.32172,40.213,2.2942
175.456,308.587,389.864,57.3147,0.226942,0.701517,6.58505,34.3652,20.7684
216.399,512.25,371.9,78.2203,2.08201,1.83639,9.68607,0.985164,32.7565
335.264,510.061,571.756,131.836,8.75993,27.0014,1.29435,0.879618,15.7039
239.01,617.743,370.563,78.9022,29.9024,3.77467,0.815327,0.383793,8.20859
259.586,341.115,538.897,93.9276,7.50797,0.341487,0.682872,20.7789,52.6535
174.653,417.396,405.089,75.464,50.5735,0.202815,1.89374,23.105,2.37041
167.23,418.887,414.312,94.656,2.17521,1.88458,22.8845,20.6934,13.2124
210.146,390.093,450.81,68.6845,39.9229,1.44641,0.920455,17.5109,3.06313
217.816,383.567,531.602,87.8385,11.5833,0.452112,0.0302601,14.9333,25.9804
129.187,371.21,419.579,81.9481,1.53538,18.8246,6.88424,0.130068,2.61473
283.753,330.187,521.479,75.2478,25.456,2.92382,7.70986,2.87096,42.3489
193.149,325.941,509.443,74.9511,2.99892,4.27663,54.6125,1.437,0.483498
