ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,q1,q2,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
436.354,0.754244,0.862427,278.029,930.847,0.192709,1.28497, 65.5662, 54.664,0.32181,0.977198,54.1698,2.93625,0.443729,3.22304,0.385918,5.07994,0.482779,2.055,0.05,2.055,0.05,-861.922
421.542,0.759038,0.802492,291.457,1136.04,0.323108,1.2914, 94.3268, 48.7038,0.290637,1.0072,70.0627,2.73141,0.389308,3.2784,0.412541,5.17748,0.500214,2.055,0.05,2.055,0.05,-831.897
486.067,0.70868,0.67242,309.205,700.907,0.231783,1.2542, 73.7431, 52.5664,0.274339,0.986273,54.0946,3.0454,0.462906,3.25599,0.383131,5.12156,0.493439,2.055,0.05,2.055,0.05,-845.04
434.641,0.678705,0.398136,302.122,218.501,0.226989,1.19141, 77.0242, 52.0547,0.273213,0.998847,61.9845,2.73958,0.400251,3.34423,0.42743,5.14402,0.494141,2.055,0.05,2.055,0.05,-849.691
505.309,0.721429,0.674131,322.971,952.811,0.189624,1.04846, 35.9819, 52.5628,0.258025,0.982904,29.234,2.88045,0.416042,3.30931,0.396932,5.11374,0.481383,2.055,0.05,2.055,0.05,-841.378
524.232,0.704904,0.808142,319.218,886.5,0.325776,1.22283, 41.8632, 56.7294,0.251006,1.00172,30.8749,2.79437,0.357593,3.2555,0.384994,5.13617,0.482487,2.055,0.05,2.055,0.05,-850.785
382.725,0.77742,0.784518,302.638,1249.46,0.280163,1.19827, 36.8419, 41.5179,0.274629,1.00902,35.7885,2.75768,0.373976,3.34043,0.422997,5.17105,0.501861,2.055,0.05,2.055,0.05,-857.473
361.377,0.722378,0.682259,300.168,924.056,0.28699,1.28317, 20.5232, 41.0391,0.254399,0.991626,21.4932,2.90907,0.43937,3.21748,0.383669,4.99224,0.444919,2.055,0.05,2.055,0.05,-846.241
369.57,0.871581,0.237074,267.43,91.9557,0.283687,1.23007, 35.3872, 49.5778,0.313979,1.00764,32.8116,2.65522,0.349306,3.24045,0.37526,5.08607,0.488913,2.055,0.05,2.055,0.05,-844.427
319.838,0.833566,0.263853,258.063,78.6047,0.218335,1.35701, 44.038, 43.2279,0.348618,1.00038,45.0147,2.77408,0.348896,3.27829,0.420536,5.10886,0.473798,2.055,0.05,2.055,0.05,-841.384
406.535,0.749945,0.363696,253.085,169.605,0.284591,1.14581, 43.1542, 58.0146,0.32465,1.00248,44.5513,2.87052,0.438595,3.26017,0.403347,5.13092,0.480947,2.055,0.05,2.055,0.05,-842.982
328.701,0.85364,0.625927,268.445,595.349,0.267364,1.24443, 27.5778, 41.4242,0.328266,0.984658,26.1878,3.19824,0.580244,3.31362,0.409317,5.14066,0.483816,2.055,0.05,2.055,0.05,-845.588
334.352,0.864135,0.258832,261.882,78.6561,0.221298,1.15829, 29.4716, 44.3539,0.339491,0.985973,36.2471,2.74232,0.365614,3.24566,0.392769,5.16625,0.494483,2.055,0.05,2.055,0.05,-844.195
420.494,0.833421,0.439474,263.66,160.434,0.221525,1.07809, 50.3773, 57.4297,0.289936,0.998016,36.5237,3.00408,0.44841,3.18554,0.379273,5.08838,0.476471,2.055,0.05,2.055,0.05,-855.29
